"DATES" "FL894104005.Q" "FL893169175.Q" "FL313161505.Q" "FL893161705.Q" "FL253162005.Q" "FL893163005.Q" "FL893168005.Q" "FL893169005.Q" "FL893065005.Q" "FL153166000.Q" "FL893064105.Q" "FL654090005.Q"
"197004" 1600014 40200 289923 51712 145501 204296 154812 110664 469246 133660 831233 46812
"197101" 1619033 39940 292511 51176 149746 211629 150227 112659 477073 134072 920098 52687
"197102" 1657295 38623 294438 51632 153986 217767 158907 113003 490027 138912 918939 52961
"197103" 1698278 39911 303786 53699 157928 222668 158850 113830 504141 143465 911074 52214
"197104" 1750655 40094 315920 56565 161652 228780 166027 114555 517819 149243 974871 55446
"197201" 1781202 41680 319902 58107 165807 233774 165772 115803 531510 148847 1034722 57548
"197202" 1822303 41506 313895 60732 169358 239770 174329 116364 550127 156222 1033232 56656
"197203" 1863993 40680 318373 62929 172942 244117 176908 117209 569306 161529 1058729 56209
"197204" 1935097 41688 330119 65873 175818 249414 191806 121898 589724 168757 1203281 58926
"197301" 1990433 40980 338062 68894 180262 252708 206493 126274 605232 171528 1117824 52843
"197302" 2053672 43095 331839 74970 183929 256442 222436 132672 627891 180398 1033342 48013
"197303" 2110503 45893 330286 81941 187988 260545 229588 138620 648947 186695 1104063 51927
"197304" 2172701 50054 336704 86234 192693 264923 239830 142804 666479 192980 938338 46635
"197401" 2212410 54958 339703 88300 197202 269412 245562 145459 681354 190460 911785 44521
"197402" 2283599 58152 333787 94208 201835 276672 267791 153674 700703 196777 817463 40662
"197403" 2348243 65361 338265 102062 206004 283226 271912 163654 716518 201241 610689 32320
"197404" 2409478 67813 348829 106124 207999 293892 281488 173043 728364 201926 632492 35152
"197501" 2436351 69744 368846 108426 210167 306418 265834 173331 737673 195912 775904 40968
"197502" 2485632 66683 385698 109510 214248 316063 268596 175431 753470 195933 893211 46061
"197503" 2536829 65215 409201 111617 216917 322434 261862 178716 769684 201183 782809 40876
"197504" 2619091 66604 434918 115166 222956 336387 265761 184794 785509 206996 839378 43034
"197601" 2671859 68428 458709 118587 227091 345447 257029 189323 802337 204908 968562 46920
"197602" 2744472 70028 467926 122030 236798 354015 264463 192805 823259 213148 987996 47003
"197603" 2814864 69647 485779 126588 241084 364073 260613 198688 847704 220688 998860 45799
"197604" 2904877 74789 503744 130263 243876 374333 272900 205553 870458 228961 1034228 46510
"197701" 2971564 77592 521624 135711 248344 381825 273667 211447 892199 229155 957603 43037
"197702" 3065724 83046 520678 140748 260914 391611 283017 217444 926218 242048 986596 46401
"197703" 3168104 83502 540610 146033 267803 401138 289637 223287 963141 252953 947989 45617
"197704" 3292975 89789 560949 152556 273620 414097 301789 236114 999169 264892 922579 45491
"197801" 3385603 91638 581775 159366 283342 421691 310776 243276 1026768 266971 875995 44493
"197802" 3512937 97416 584399 169026 298639 431342 326695 254043 1066851 284526 943712 46687
"197803" 3629437 97117 599749 177607 311442 437471 336388 261717 1109924 298022 1017253 48619
"197804" 3779409 107456 614866 187894 324876 444608 360430 277348 1150626 311305 969619 46050
"197901" 3872851 115734 625555 198574 334127 450607 362982 285384 1186069 313819 1031598 47697
"197902" 4003971 128400 621532 208211 344686 456643 382366 303445 1231369 327319 1051694 48943
"197903" 4146931 137501 634011 219355 355757 461586 403082 315218 1278893 341528 1121034 51166
"197904" 4276379 144985 652058 235238 364182 465310 411467 331542 1316981 354616 1147253 51789
"198001" 4389297 155653 669663 249123 370864 473090 417255 346413 1357574 349662 1070027 47052
"198002" 4464454 164302 676274 257577 380809 488598 411691 355910 1383656 345637 1217285 52395
"198003" 4581134 161823 704146 265008 390860 497666 427995 361903 1421397 350336 1361379 58226
"198004" 4725056 163820 730006 278330 399440 502115 458520 376993 1457788 358044 1494924 61809
"198101" 4828364 176604 764195 285034 408226 507466 453181 395111 1484645 353902 1507474 62207
"198102" 4970389 194563 762029 298481 418219 517693 474273 420005 1523516 361610 1481228 62444
"198103" 5125707 212570 780156 315259 431847 523955 495774 439107 1555111 371928 1279659 56895
"198104" 5258005 215070 815934 323521 443653 534888 512159 455435 1579463 377882 1382028 59842
"198201" 5335748 222460 848933 333348 456863 546896 489794 463151 1600766 373537 1238257 57582
"198202" 5470078 239219 858032 351445 474230 553995 508875 477757 1625638 380887 1209151 58968
"198203" 5606817 230488 915442 370776 491353 569329 521991 485245 1635378 386815 1326070 66340
"198204" 5769638 226843 978111 387243 508049 591268 532755 487389 1661262 396718 1562485 76852
"198301" 5886466 226311 1033871 402097 520910 600542 535496 483328 1692001 391910 1728634 88829
"198302" 6067441 233658 1080727 419074 543310 614578 538534 494105 1739617 403838 1946581 105428
"198303" 6257370 242383 1127468 438438 559704 626872 542665 502967 1796261 420612 1914447 108621
"198304" 6466054 253778 1163441 454898 575106 636858 564169 522438 1850488 444878 1855966 112121
"198401" 6651987 268645 1212520 471527 590092 645220 570929 536415 1904629 452010 1749244 115625
"198402" 6915188 296549 1243186 487974 610773 664222 591806 568752 1972127 479799 1654360 116949
"198403" 7146164 300622 1296544 512617 631749 689010 594234 585210 2034339 501839 1769217 130023
"198404" 7431452 305701 1360810 529441 650603 734517 621011 611258 2091527 526584 1789165 135610
"198501" 7653642 317853 1403360 548395 675913 763183 619860 621347 2167708 536023 1936090 155269
"198502" 7914004 326920 1449237 574247 705901 803979 629761 630107 2234260 559592 2044553 179853
"198503" 8189442 343467 1496064 600079 737592 834327 645144 644605 2302259 585905 1923657 198848
"198504" 8622899 358526 1586595 628876 859484 886362 661659 662969 2367854 610574 2270405 245911
"198601" 8798364 359798 1624193 654303 855878 949726 660224 671693 2415750 606799 2572390 308737
"198602" 9123749 374342 1675490 693538 883232 1011270 673949 692532 2491505 627891 2685845 348453
"198603" 9434242 388864 1732564 746678 898843 1058866 675298 705746 2577495 649888 2454216 382028
"198604" 9811696 384904 1802221 808209 920383 1116432 730248 728049 2654895 666355 2682199 426494
"198701" 10008921 396222 1829312 848405 949044 1174206 703340 727245 2736830 644317 3227855 500753
"198702" 10300995 414601 1861775 895040 965157 1213775 714424 746835 2829075 660313 3298585 534895
"198703" 10545505 421195 1884211 934710 989645 1263167 716275 757950 2898715 679637 3470639 548617
"198704" 10824585 437922 1944599 977752 1011975 1281964 731770 784035 2955928 698640 2710300 480185
"198801" 11021558 447503 1985917 996381 1020754 1322243 732635 797453 3024940 693732 2882377 508509
"198802" 11296047 474751 2003476 1020149 1032495 1374562 756006 811152 3113328 710128 3005328 507531
"198803" 11539898 484669 2038056 1061800 1056583 1410869 755844 819435 3186804 725838 2972099 500342
"198804" 11866214 513359 2082291 1115962 1079962 1447557 772981 835483 3273413 745206 3075619 500525
"198901" 12123474 543026 2120293 1157059 1087465 1501680 773548 858427 3328783 753193 3226081 508503
"198902" 12340483 562198 2129014 1187035 1094584 1535176 789085 875016 3398758 769617 3441756 537282
"198903" 12547615 569591 2164969 1222783 1112503 1559998 801481 857065 3475018 784207 3736453 567209
"198904" 12839227 579222 2227025 1267073 1129798 1603483 814516 882870 3525955 809285 3812955 589561
"199001" 13072987 594386 2278412 1314825 1147494 1626041 802171 897512 3619827 792320 3613254 578579
"199002" 13293153 593977 2314409 1358105 1159783 1664703 813464 905835 3684164 798712 3779525 618068
"199003" 13505351 612854 2377818 1395546 1170082 1677305 812727 906938 3739779 812302 3177324 577048
"199004" 13766802 609879 2465769 1445905 1178619 1732840 819980 908289 3781130 824391 3531306 608355
"199101" 13870089 607807 2522435 1473629 1191778 1772143 808222 867003 3824865 802207 4073363 668086
"199102" 14017424 583624 2567118 1500385 1211966 1818815 798756 846172 3889283 801306 4048446 688938
"199103" 14185497 572015 2669630 1535656 1242263 1856182 794351 820877 3892023 802500 4306115 753266
"199104" 14421326 565918 2757798 1577948 1272079 1915615 788164 795949 3932273 815581 4847773 769485
"199201" 14582841 574110 2843971 1601229 1275453 1958973 778518 794356 3962878 793353 4758842 810091
"199202" 14781579 579920 2907447 1653139 1287091 2004000 779568 792974 3985108 792332 4757228 876790
"199203" 15004336 583561 2980723 1696980 1301309 2045316 777235 793761 4023518 801933 4900311 915815
"199204" 15212974 579048 3061551 1734442 1295401 2096542 779242 798699 4043280 824769 5421969 992537
"199301" 15339230 565470 3120602 1771049 1314788 2163791 758333 793477 4044458 807262 5670046 1080846
"199302" 15573957 572048 3180635 1790737 1343078 2220222 769128 792317 4087130 818662 5758436 1172808
"199303" 15856039 568184 3222623 1865973 1360066 2307361 765430 790972 4132762 842668 6024464 1278067
"199304" 16180610 580012 3309878 1907522 1361698 2400816 771996 787968 4174551 886169 6296866 1375386
"199401" 16408466 582087 3361433 1989720 1361402 2448585 779380 804202 4197781 883876 6087940 1414213
"199402" 16623245 587978 3367981 2060648 1352276 2483562 790837 814952 4246431 918580 6051196 1445412
"199403" 16878166 599158 3404123 2121886 1341280 2519673 808037 826674 4297383 959953 6309778 1515754
"199404" 17207809 623463 3465570 2200192 1325770 2540347 834913 857419 4338967 1021168 6317493 1477349
"199501" 17457651 654723 3531482 2223465 1311393 2600475 867482 872167 4371918 1024546 6800246 1553285
"199502" 17779757 673805 3556655 2274800 1304195 2695179 903315 882046 4426637 1063126 7346130 1661009
"199503" 18071826 692724 3576467 2328063 1278456 2789417 922642 886823 4487636 1109599 7956397 1782014
"199504" 18468612 700379 3608518 2405961 1268157 2929010 949569 913915 4524943 1168160 8481326 1852752
"199601" 18766646 717560 3689566 2442646 1264843 3006208 966934 933276 4583407 1162207 8910299 1996986
"199602" 19110013 753577 3665547 2518478 1269829 3099046 993667 956942 4656348 1196579 9278694 2129932
"199603" 19427547 777382 3705583 2573406 1251696 3165438 1025022 974388 4724785 1229847 9475398 2211611
"199604" 19804543 802977 3755076 2635764 1261631 3266984 1041669 974019 4792546 1273878 9748132 2342369
"199701" 20061769 861087 3803456 2662430 1266301 3306195 1078598 982983 4846545 1254175 9784993 2410631
"199702" 20377866 893081 3734198 2734372 1283206 3415285 1115802 1001164 4922720 1278038 11432059 2717543
"199703" 20726365 925714 3745046 2774276 1294019 3497572 1123087 1025618 5035228 1305805 12505437 2973616
"199704" 21235907 979423 3778273 2849331 1318530 3619970 1169848 1071806 5104562 1344165 12621763 2989385
"199801" 21700371 1074753 3804776 2905729 1344209 3763111 1192823 1097639 5193288 1324043 14337594 3339314
"199802" 22219292 1112723 3723334 3008901 1373908 3957185 1242285 1120903 5312309 1367744 14584986 3438423
"199803" 22679264 1165059 3694644 3149272 1380576 4024794 1281467 1148207 5434527 1400718 12698222 3137280
"199804" 23327732 1172560 3723674 3322895 1402728 4132763 1316370 1225600 5589870 1441272 15354010 3613143
"199901" 23902361 1227578 3731513 3464886 1425161 4298336 1329533 1268095 5714861 1442398 15821088 3759243
"199902" 24301549 1243339 3623358 3612367 1441525 4421770 1346867 1286227 5854515 1471581 17167958 4044234
"199903" 24904027 1284463 3605020 3777827 1447418 4525900 1368651 1326520 6056333 1511895 16191303 3932396
"199904" 25388849 1402444 3652683 3916025 1457089 4460622 1386218 1364495 6195651 1553622 19400965 4538494
"200001" 25787020 1478128 3625686 3971750 1461603 4555619 1425049 1416021 6299399 1553765 20461166 4824055
"200002" 26156700 1534260 3435675 4067602 1472014 4635804 1476195 1472794 6460585 1601771 19554515 4718300
"200003" 26573922 1570845 3382498 4196120 1466923 4738929 1480917 1458340 6612277 1667073 19578677 4780828
"200004" 27137549 1613994 3357764 4346987 1480713 4826447 1513113 1504346 6752918 1741267 17574998 4433065
"200101" 27764075 1610471 3381989 4455492 1509604 5154462 1511387 1511717 6879229 1749724 15401621 3987136
"200102" 28107349 1479518 3224266 4629048 1548605 5333175 1478537 1542114 7087837 1784249 16557453 4257992
"200103" 28676079 1442404 3292988 4833695 1557291 5422715 1472516 1545624 7294495 1814351 13860022 3753210
"200104" 29318753 1473993 3352690 4989126 1603449 5577887 1439835 1529392 7460554 1891827 15628575 4135365
"200201" 29816213 1411428 3403908 5158371 1627145 5752738 1427762 1518272 7633073 1883516 15803639 4244779
"200202" 30361963 1348556 3424548 5279787 1681196 5912905 1396902 1541342 7859083 1917644 13930555 3925081
"200203" 30914651 1340821 3513649 5395156 1706687 5960179 1381834 1565390 8099327 1951608 11509569 3450716
"200204" 31831442 1374897 3609754 5536277 1762872 6255746 1360033 1573571 8361284 1997008 12438276 3638375
"200301" 32437266 1358915 3673689 5664191 1793929 6453875 1361180 1578351 8564013 1989123 11949387 3588246
"200302" 33205128 1328251 3779890 5774915 1853666 6652641 1346264 1591901 8855670 2021930 14028007 4072412
"200303" 33844507 1295613 3887460 5972097 1865887 6730767 1312829 1587552 9132627 2059675 14707262 4244497
"200304" 34646277 1292938 4008203 5969388 1900427 7047185 1335068 1612988 9377148 2102932 16638537 4654181
"200401" 35311421 1328861 4143790 5974191 1942663 7238035 1328542 1632447 9626420 2096472 17164708 4912118
"200402" 36039135 1304433 4185391 6047127 1976278 7388317 1358436 1688468 9976146 2114539 17281110 4966333
"200403" 36790112 1309997 4268734 6090892 1995995 7609623 1366052 1688145 10295799 2164875 17024162 4983326
"200404" 37816167 1399128 4370722 6084549 2030927 7921784 1410145 1742161 10636632 2220119 18940078 5436259
"200501" 38617117 1439635 4535574 6072148 2085751 8158566 1433946 1765488 10921035 2204974 18775260 5471613
"200502" 39451018 1499013 4493119 6091054 2134340 8387898 1476123 1836516 11300566 2232389 19217906 5595743
"200503" 40179267 1561277 4565983 6066248 2176260 8485958 1505071 1848137 11691948 2278385 20174872 5874407
"200504" 41276385 1644201 4678033 6164547 2225888 8693546 1577939 1901227 12070449 2320555 20636127 6048853
"200601" 42357554 1698367 4834414 6240515 2254336 9013999 1627447 1920321 12475875 2292280 22194603 6463849
"200602" 43361512 1764946 4759583 6353955 2305745 9312383 1663613 2008891 12877538 2314858 21702311 6419311
"200603" 44277850 1865345 4803196 6409740 2332698 9580258 1702141 2008138 13211546 2364788 22534526 6627904
"200604" 45351370 1958007 4861747 6492439 2403265 9981107 1704762 2071614 13462458 2415971 24339292 7068292
"200701" 46523391 2003709 5014264 6624119 2465711 10454199 1714939 2114864 13734864 2396722 25036145 7328692
"200702" 47542086 2109803 4904015 6785814 2533954 10740229 1769484 2218897 14049686 2430204 26420986 7805235
"200703" 48879947 1857582 5009960 7099555 2561142 11132877 1914693 2489278 14313452 2501408 26679292 7989334
"200704" 50041559 1788603 5099199 7397749 2618883 11425115 2026863 2605262 14524581 2555304 25576011 7828984
"200801" 50802468 1784561 5299107 7563813 2645989 11507551 2141758 2664530 14661650 2533509 23302336 7336357
"200802" 51249696 1748378 5250624 7885840 2666470 11559273 2166975 2714101 14702071 2555964 22787709 7412256
"200803" 52066107 1554830 5777537 8068431 2670174 11375346 2509895 2837629 14683714 2588551 20150482 6614282
"200804" 52435410 1599300 6338184 8166697 2680203 11006111 2720672 2711660 14618474 2594109 15678309 5435286
"200901" 52744456 1423918 6804397 8182826 2712271 11425706 2512798 2549606 14614996 2517938 13741444 5107780
"200902" 52496645 1278799 7143060 8141099 2749703 11414915 2283337 2439797 14558059 2487876 16318826 5856859
"200903" 52320831 1169289 7520786 8121259 2770946 11415439 2047993 2331401 14447045 2496673 19205788 6625356
"200904" 52253027 1138003 7781929 8106479 2811062 11413611 1921763 2275357 14325968 2478855 20002958 6961579
"201001" 51935115 1082736 8259584 7633173 2844314 11406112 1916653 2207356 14178310 2406877 21084652 7295032
"201002" 51955387 1028000 8603804 7631084 2841139 11326243 1880908 2195273 14062445 2386491 18655863 6764196
"201003" 52280475 1050531 8993793 7593530 2856616 11427816 1855217 2146814 13947310 2408848 20986458 7376226
