"DATES" "FL893193005.Q" "FL103193005.Q" "FL113193003.Q" "FL313193013.Q" "FL263193005.Q" "FL713193005.Q" "FL763193005.Q" "FL723193005.Q" "FL753193005.Q" "FL733193005.Q" "FL743193005.Q" "FL443193005.Q" "FL473193005.Q" "FL543193005.Q" "FL403193005.Q" "FL613193005.Q" "FL643193005.Q" "FL663193005.Q" "FL503193005.Q" "FL893093005.Q" "FL103093005.Q" "FL113093005.Q" "FL213093005.Q" "FL313093003.Q" "FL263093005.Q" "FL713093005.Q" "FL763093005.Q" "FL723093005.Q" "FL753093005.Q" "FL733093005.Q" "FL743093005.Q" "FL443093005.Q" "FL473093005.Q" "FL543093005.Q" "FL573093005.Q" "FL223093003.Q" "FL653093003.Q" "FL633093005.Q" "FL403093005.Q" "FL613093005.Q" "FL643093005.Q" "FL663093005.Q" "FL903090005.Q"
"200204" 4285770 2211449 623064 6028 380352 -246 430583 50223 161177 190897 28286 48447 5694 138210 121738 345177 40813 -150268 84729 8623792 5194389 669960 91289 87554 1049115 19616 845959 493926 206075 139520 6439 59656 29240 173653 103203 10444 949 56460 90867 68650 25019 47769 -4338022
"200301" 4218184 2207601 628911 6106 395882 -793 410707 70455 109981 200442 29829 41839 6301 172864 111933 333979 39590 -157506 20770 8581580 5069037 681048 82746 86598 1109623 19309 827306 497941 175764 145702 7899 56447 22106 201540 107108 10652 1676 60072 92224 77350 24703 52035 -4363396
"200302" 3984185 2160767 634758 5977 111156 -109 439811 81183 103048 224492 31088 54095 6803 189096 113277 357037 40338 -141934 13113 8407605 5025828 692684 85871 87484 903333 18852 865434 542646 168936 147062 6790 61196 23499 199245 106975 10316 1751 52313 101080 89573 25196 56975 -4423420
"200303" 3954300 2144019 640605 6000 2447 -94 469418 90299 112403 232650 34066 67557 6772 182639 102883 423956 40192 -145925 13831 8356588 4962752 703588 82132 87519 865389 18510 884941 560049 168744 149886 6262 76587 22521 196815 102619 10762 3146 58596 105571 101508 26511 47121 -4402288
"200304" 3895590 2061783 646452 5823 186225 -550 427225 45660 108507 241354 31704 12554 7427 160062 88755 432891 42305 -143862 -31500 8497772 5106657 715714 72964 87919 888413 18231 875880 533385 176281 161946 4268 61147 24922 188846 100541 11326 1958 56213 109362 104883 29269 43527 -4602182
"200401" 3965094 2098026 663644 5895 199074 74 421231 47535 90188 248956 34552 11960 7995 195827 102680 444181 43998 -152722 -76769 8588040 5083233 773244 65544 88324 977866 18117 844053 498791 159275 181369 4618 49389 22760 219052 100441 11706 5414 56010 104287 94512 32149 41939 -4622946
"200402" 3999630 2136723 680836 5759 290985 145 364940 3308 66893 257864 36875 14357 9376 183070 79275 432298 42444 -108251 -132327 8629020 5131203 830866 70535 88675 915771 17857 835830 507633 142942 181399 3856 58127 25328 213582 106231 12017 4176 51509 102724 80604 34210 49775 -4629390
"200403" 4039539 2142029 698028 5780 316995 2548 314895 -531 6971 268423 40032 18759 9245 188147 90452 429314 45151 -117785 -104019 8854718 5160614 888358 71759 89073 1020147 17707 862304 570765 92076 193101 6362 59249 24930 213965 103536 13951 5149 47797 109394 80714 36591 49480 -4815179
"200404" 4244756 2138448 715220 5598 548406 609 279359 46449 -81190 271620 42480 14264 9326 169321 80480 440131 50428 -102645 -104189 9310244 5315856 947144 64575 89301 1242834 18575 813494 557469 56440 194368 5217 130866 22841 210381 104142 15948 7013 53264 113852 79790 40350 40018 -5065488
"200501" 4187498 2233163 750894 5598 467584 672 309888 34383 -40538 273212 42831 14887 8742 191885 89838 400675 46902 -180086 -153144 9343816 5233794 1010333 54218 88673 1335659 17551 843677 576017 62299 199850 5511 52194 26835 236291 102524 6452 8265 45474 135198 71544 43234 31900 -5156318
"200502" 4272567 2316902 786569 5533 508518 999 313752 8771 -24632 287587 42026 19194 12056 194515 88785 407241 49784 -183037 -248244 9549127 5338575 1073632 49155 89217 1353941 17898 857556 568413 74767 209248 5128 51428 28647 234838 100130 13387 8039 47128 124607 71065 46009 43875 -5276560
"200503" 3919138 2322536 822243 5550 202368 1673 225697 -28905 4948 207822 41832 27549 14181 194226 86274 438502 51691 -173698 -299654 9641752 5447575 1135173 53298 89985 1333315 17324 876532 576037 85070 210072 5353 52264 27477 235108 97669 11976 9832 51960 75986 18881 48234 59163 -5722615
"200504" 4368911 2275299 857917 5360 772586 1756 172595 -30374 -55148 215958 42159 37824 11944 166880 75924 351784 54685 -188874 -226769 9697418 5541528 1198369 30008 89943 1271538 18143 804111 563944 24267 210595 5305 70220 22391 224307 97023 15372 10707 43256 117830 28976 51926 61770 -5328507
"200601" 4142005 2238640 894069 5426 544204 2477 156669 -4886 -99316 219312 41559 47508 9903 180339 85253 346353 52137 -156035 -264938 9842313 5614291 1292811 24871 90070 1211126 17484 848763 609789 12802 220050 6122 57101 18410 230113 94177 13228 14392 43672 109431 22395 50816 89162 -5700308
"200602" 4064904 2215616 930221 5283 553774 2595 167569 -27926 -71983 225738 41740 52198 9792 187506 97412 328264 54950 -138924 -401352 10218651 5769332 1386811 20005 90024 1311396 17659 860773 624101 -4376 232588 8460 61687 17877 234401 91986 14554 13548 45349 114048 6909 54289 108003 -6153747
"200603" 4015995 2228857 966373 5296 484052 3293 92622 -18212 -162925 234783 38976 86271 12604 197530 83820 332614 58189 -111872 -423654 10470915 5872815 1480816 9372 90665 1342446 17785 841792 663378 -62921 235208 6127 64559 22036 253907 93001 16022 15449 58285 122828 -4617 54923 118831 -6454920
"200604" 4585936 2162745 1002525 5095 1157055 3194 80587 -67845 -177898 288584 37746 55470 9215 196252 87570 326024 62435 -123805 -438425 11158850 6037593 1575613 -464 90989 1823663 17026 799589 667081 -119629 246193 5944 74729 22987 264023 101791 16342 13959 59167 114651 -25569 59740 113021 -6572913
"200701" 4504791 2218194 1025997 5163 1079330 3538 -2202 -89128 -226731 276824 36833 63142 10451 205448 82292 293333 57880 -22736 -515039 11572963 6220019 1656940 6287 91270 2003708 16772 704806 602895 -165167 260698 6380 82665 21123 254692 97804 16975 16374 78739 123531 -25869 54795 152332 -7068173
"200702" 4542073 2208269 1049469 5011 881742 3170 104596 -32154 -188159 288399 36510 68767 8303 194919 91003 284895 56761 73828 -488660 12047313 6374388 1738243 77936 91030 2017553 17388 755749 603078 -126673 270678 8666 87910 26159 260968 91464 17103 16783 76442 140335 -37072 57461 237473 -7505240
"200703" 4441104 2214057 1072940 5015 616198 3379 169698 -65479 -100386 300952 34611 60826 3527 211882 92233 292690 60954 -16989 -345307 12349185 6509169 1819643 19246 91689 2027532 16715 917269 683908 -58288 283078 8571 88338 27433 273789 83973 16533 17779 88744 135466 -40001 56887 198981 -7908081
"200704" 5220442 2162126 1096412 4861 1257255 2521 205253 -94690 -48660 322436 26167 77119 3600 218058 94282 270265 65787 -49422 -187675 12449438 6574318 1902002 -6361 91370 2133950 16474 874500 689386 -104881 277934 12061 75726 33378 296663 88572 15704 16771 90937 141695 -159737 55381 208095 -7228997
"200801" 5953171 2099703 1121361 4562 1778947 1462 342884 -41305 34008 323371 26810 65487 7600 243180 108443 264263 65335 -77099 -72957 12854303 6306573 1949083 3636 92065 2592762 16260 1110562 796910 4864 296036 12752 67490 36006 319501 79445 15836 20099 69742 126481 -160292 57228 151826 -6901132
"200802" 5966430 2048259 1138563 4484 1734598 1481 354740 -101294 80680 348043 27311 57416 3200 240736 102088 264017 63684 -125251 78415 12494287 6088165 1980233 3699 89990 2436784 15202 1174017 748247 48134 364118 13518 64842 37826 302639 76456 15842 17310 56896 125614 -165099 59720 114151 -6527857
"200803" 7300695 1989531 1159973 4404 2798275 1889 408213 -162504 197851 349302 23564 30836 1900 178533 120751 262092 65638 -77321 355981 12671831 5923838 2013821 8237 68258 2711398 14973 1316990 888002 100729 315418 12841 43884 38517 270895 65530 15628 18933 45116 105814 -170962 61300 119661 -5371137
"200804" 6770167 2167667 1170387 4322 1255404 2068 931049 13634 480247 415463 21705 40678 4700 231529 140972 294047 62113 -239582 704813 11869133 5925584 2026123 3493 61997 1632775 16079 1634093 990724 259833 372462 11074 56556 41480 340685 61019 15701 19981 47872 95032 -196248 54676 32235 -5098966
"200901" 6761870 2160781 1168969 4241 1662801 1937 1007247 10779 457256 517379 21833 50650 20700 205868 172553 300007 50066 -906118 862168 12149699 5838054 1996068 -3307 64692 1960187 22595 1662966 909151 221115 522691 10009 63935 57698 350287 55931 15550 16042 51372 95479 -181277 57553 25874 -5387829
"200902" 5894180 2169616 1164919 4156 1013529 8765 882006 -24733 363370 522531 20838 24155 20800 186931 173787 283596 51111 -865647 776456 11673910 5759728 1949107 13293 58718 1648435 48439 1580505 870551 191331 509560 9063 46127 57043 317898 62742 15640 17259 53425 107768 -171240 57130 51894 -5779730
"200903" 5409491 2218809 1161442 4069 496221 6782 855975 13022 275406 540798 26749 17573 20800 194779 193856 263860 45279 -789139 719185 11278807 5731596 1892256 28261 47312 1386349 57212 1508115 841119 159659 499327 8010 42447 52586 328091 68220 16078 19000 51899 79405 -174598 60604 83974 -5869316
"200904" 6409125 2256908 1159753 3980 1615842 3560 657130 -4363 118626 517871 24996 -386 19400 184366 202762 234341 39311 -722076 754234 11609382 5834380 1839156 23163 94326 1686767 65586 1422142 801604 139473 474536 6529 44046 48254 323170 69999 16249 14876 59143 66849 -181800 60710 122365 -5200257
"201001" 6249602 2141721 1164490 3891 1647929 2487 707125 16718 131666 536537 22204 -745 11400 171249 200713 233241 49078 -750634 667657 11327800 5779504 1789814 52695 94012 1626953 68243 1373708 778869 130762 456615 7462 38613 41104 302548 65682 16337 8286 55792 12891 -198938 66918 133637 -5078198
"201002" 7052764 2175493 1155797 3799 2170257 6141 909038 78876 265559 538487 26116 -2684 12000 208184 173993 235077 47946 -779695 737418 11883687 5786615 1742947 74700 74816 2060301 67314 1514224 806710 226033 468204 13277 40421 38440 346091 59576 16511 2833 58760 5150 -196119 76481 114626 -4830923
"201003" 6193841 2129470 1148443 3704 1320141 5120 1045672 141385 332167 550557 21563 -2939 13500 184813 146213 237159 41958 -784308 704895 11684550 5793605 1710205 90954 80309 1915117 67134 1450630 772840 191700 473999 12091 39160 37205 327872 60386 17061 2823 60870 39912 -203176 75071 119411 -5490709
