"DATES" "FL893190005.Q" "FL543077003.Q" "FL103190005.Q" "FL113190005.Q" "FL313190005.Q" "FL263190005.Q" "FL713190005.Q" "FL763190005.Q" "FL443190005.Q" "FL473193005.Q" "FL513190005.Q" "FL543190005.Q" "FL403190005.Q" "FL613190005.Q" "FL643193005.Q" "FL663190005.Q" "FL503190005.Q" "FL893090005.Q" "FL153090005.Q" "FL103090005.Q" "FL113090003.Q" "FL133090005.Q" "FL213093005.Q" "FL313090005.Q" "FL263090005.Q" "FL713090005.Q" "FL763090005.Q" "FL443090005.Q" "FL473090005.Q" "FL513092003.Q" "FL543090005.Q" "FL573090005.Q" "FL223093003.Q" "FL343150005.Q" "FL633093005.Q" "FL653093003.Q" "FL403093005.Q" "FL613090005.Q" "FL643093005.Q" "FL663090005.Q" "FL503094505.Q" "FL903090005.Q"
"200201" 10994151 19436 3493849 613244 760041 2063372 7928 1059501 38221 5170 582515 675759 146247 469970 38539 344167 676191 15469098 402498 6918746 693225 39122 121442 125567 2437320 21173 1608938 94517 29785 54244 221082 455536 8893 753737 57740 1272 68694 64567 22751 820503 447746 -4474947
"200202" 11309823 19306 3505113 618105 768747 2219179 8506 1200479 36464 4770 598982 660117 152854 483514 38984 331785 662918 15761158 415178 6886306 703650 39378 110825 126155 2661733 21006 1690915 94187 19833 55816 224761 430920 9921 762571 66657 1310 74141 66483 23529 812627 463256 -4451335
"200203" 11764400 20028 3490557 622766 779888 2533476 9388 1243882 53814 5585 614438 647991 173349 519334 40234 334867 674803 16084422 425201 6874456 714305 39636 101778 127633 2900133 20094 1766409 97557 23993 55594 225464 397703 10338 773685 68741 1164 85291 73977 23636 825009 452625 -4320022
"200204" 11559877 20003 3513904 627044 811696 2288573 8134 1270424 61649 5694 615672 642632 188428 539243 40813 258502 667466 15897899 444914 7042983 724224 39894 91289 128732 2549067 19616 1781429 103277 30402 79000 206352 402727 10444 790299 56460 949 90867 81075 25019 723677 475203 -4338022
"200301" 11575196 20695 3530952 632741 790003 2332116 7712 1265356 55382 6301 628845 672672 182718 545340 39590 268848 595924 15938592 455922 6945827 736841 40218 82746 128118 2647303 19309 1785273 103512 23341 79962 234988 402045 10652 767803 60072 1676 92224 89392 24703 723199 483466 -4363396
"200302" 11539437 20996 3477359 638631 801838 2097395 8548 1309939 68759 6803 641150 724012 184979 590140 40338 279045 649505 15962857 465116 6952211 749458 40547 85871 129483 2437855 18852 1862397 108418 24820 82447 233552 431016 10316 778644 52313 1751 101080 102031 25196 791298 478185 -4423420
"200303" 11654288 21018 3459492 644218 812591 2032139 8652 1348839 82582 6772 658955 734893 173016 655635 40192 281293 694001 16056576 482494 6933522 762074 40878 82132 129895 2400316 18510 1902830 121683 23913 84497 231583 435726 10762 788146 58596 3146 105571 114464 26511 827452 471875 -4402288
"200304" 11828673 20920 3413568 649727 855769 2283466 8297 1336876 28120 7427 667224 746580 151543 666389 42305 296443 654019 16430855 501297 7109309 774691 41210 72964 130696 2469407 18231 1915686 98091 26329 84606 225307 467279 11326 814966 56213 1958 109362 120546 29269 858759 493353 -4602182
"200401" 12143332 20963 3468148 666682 841551 2379752 9052 1373808 29007 7995 678602 780051 171673 690603 43998 310351 671095 16766278 508461 7150495 833405 41713 65544 131529 2585285 18117 1932884 91884 24300 90691 255433 458482 11706 801183 56010 5414 104287 110748 32149 931069 525489 -4622946
"200402" 12323888 21723 3526693 683859 850287 2549850 9371 1326712 31755 9376 690274 783679 143572 704925 42444 338009 611359 16953278 515492 7270634 892120 42215 70535 132271 2557525 17857 1969031 95634 26925 93804 251695 470948 12017 809232 51509 4176 102724 97777 34210 939540 495407 -4629390
"200403" 12608111 22032 3547046 701167 865991 2634744 13050 1384096 37050 9245 713588 783795 153581 713678 45151 338862 645035 17423290 532428 7362268 950834 42723 71759 133558 2697598 17707 2105106 95206 26548 96936 253280 451781 13951 824347 47797 5149 109394 98297 36591 945706 504326 -4815179
"200404" 13290928 22474 3594870 718243 913870 3091632 12523 1426762 33224 9326 708283 801206 143652 719611 50428 376356 668468 18356416 553762 7689639 1009548 43230 64575 134033 2985550 18575 2136437 166651 24495 89910 251127 479221 15948 855900 53264 7013 113852 94477 40350 994023 534836 -5065488
"200501" 13447684 22743 3714817 754290 904229 3072454 13232 1460437 34206 8742 718211 820468 153162 680857 46902 368573 674361 18604002 560562 7738637 1073540 43550 54218 131741 3117490 17551 2149377 87486 28485 90944 277620 471026 6452 844345 45474 8265 135198 86310 43234 1045569 546928 -5156318
"200502" 13716269 23454 3789713 790047 896558 3157514 13936 1505009 39350 12056 725209 827682 152509 694511 49784 388090 650847 18992829 562780 7882790 1137532 43873 49155 132529 3130268 17898 2194843 87306 30335 98333 277414 469245 13387 840123 47128 8039 124607 88108 46009 1129338 581789 -5276560
"200503" 13590764 22684 3836966 825616 912580 2848484 14980 1424581 48966 14181 749933 848638 152131 737986 51691 409496 691851 19313378 583135 7996746 1201523 44200 53298 133529 3149116 17324 2247283 89892 29248 100737 278451 476382 11976 854157 51960 9832 75986 37991 48234 1236973 585405 -5722615
"200504" 14270562 22369 3869506 861232 963655 3468112 15292 1388530 60490 11944 759259 824036 141785 702778 54685 405533 721356 19599069 608671 8140439 1265515 44527 30008 133748 3177517 18143 2223661 107898 24159 103250 267323 480175 15372 882907 43256 10707 117830 46667 51926 1202619 602751 -5328507
"200601" 14273251 22602 3867037 897072 948377 3307998 16236 1420687 68966 9903 766572 857969 154050 705714 52137 418744 759186 19973559 614787 8285688 1360228 45535 24871 135169 3160947 17484 2255974 97356 20218 104736 272772 489212 13228 868760 43672 14392 109431 42317 50816 1311657 634309 -5700308
"200602" 14463157 22717 3898840 933278 951784 3355159 17565 1450147 74417 9792 774705 872036 163317 697565 54950 449161 737725 20616904 620748 8482794 1454941 46553 20005 135291 3329312 17659 2294985 98988 19666 104627 276991 479867 14554 873308 45349 13548 114048 27633 54289 1447130 644618 -6153747
"200603" 14720341 22681 3960645 969455 966283 3365516 18362 1409814 109345 12604 784413 904502 149435 711963 58189 471444 805690 21175261 625547 8667704 1549653 47584 9372 136276 3419237 17785 2315861 102036 23886 107550 297289 493278 16022 888247 58285 15449 122828 17303 54923 1550137 639009 -6454920
"200604" 15659214 22840 3928251 1006101 1017231 4151047 18519 1420256 80204 9215 815660 925924 153420 715673 62435 519539 812900 22232128 646082 8901138 1644366 48613 -464 136809 3977725 17026 2347205 109294 24912 105468 308444 532532 16342 918667 59167 13959 114651 16424 59740 1599426 634602 -6572913
"200701" 15860112 23411 4061093 1029250 1000819 4182655 19384 1386076 87069 10451 801899 947434 151906 664483 57880 565034 871267 22928284 652559 9110568 1726475 49452 6287 137412 4210662 16772 2249058 121322 22861 109672 301308 534928 16975 903380 78739 16374 123531 21312 54795 1780261 683581 -7068173
"200702" 16232750 23411 4120402 1052831 1010693 4080445 19272 1528566 94068 8303 815322 974655 159108 673918 56761 657851 957143 23737990 677908 9325039 1808585 50301 77936 138234 4307278 17388 2340718 124367 28040 114316 308816 560328 17103 892812 76442 16783 140335 23878 57461 1938847 695075 -7505240
"200703" 16398802 23809 4203582 1076371 1031724 3905252 20653 1636936 87345 3527 829683 1008715 170609 662820 60954 597543 1079278 24306883 692097 9530937 1890694 51158 19246 138958 4408649 16715 2556759 131368 29774 117121 323951 568172 16533 909027 88744 17779 135466 25466 56887 1880275 701107 -7908081
"200704" 17474212 23852 4223838 1099870 1094182 4881530 20971 1686555 102406 3600 813811 1010588 171146 654419 65787 559468 1062189 24703208 712210 9838655 1972803 52016 -6361 138743 4544470 40474 2546560 115465 35878 121095 348341 567112 15704 951977 90937 16771 141695 18156 55381 1633652 751474 -7228997
"200801" 18528153 25152 4210918 1124443 1078365 5506603 21011 1858871 91697 7600 821484 1017695 193315 665776 65335 533990 1305898 25429285 724662 9663444 2021568 52469 3636 139584 5082238 37260 2821085 114107 38351 122757 374230 525927 15836 936888 69742 20099 126481 26224 57228 1712134 743335 -6901132
"200802" 18793420 25544 4232509 1141681 1086467 5603741 21355 1863111 86188 3200 838695 1019999 181182 659421 63684 518651 1447991 25321277 732236 9534292 2053504 52923 3699 138559 5019548 77202 2900026 104901 40464 125169 358717 527801 15842 943460 56896 17310 125614 27052 59720 1669403 736939 -6527857
"200803" 20277189 25332 4210442 1163167 1111714 6965072 22201 1882262 58657 1900 856211 934313 207564 670373 65638 599425 1502917 25648325 749528 9432350 2089151 53382 8237 116910 5354225 303236 3075081 90489 41357 127920 328672 492683 15628 962291 45116 18933 105814 26150 61300 1456245 693627 -5371137
"200804" 19655454 27007 4392127 1173557 1183455 5600762 23144 2481534 72304 4700 821204 905047 212128 664796 62113 429531 1602045 24754420 766378 9312301 2100911 53841 3493 110792 4154128 569807 3441717 90021 44238 106552 396006 426514 15701 1015287 47872 19981 95032 29964 54676 1105671 793537 -5098966
"200901" 19990561 26511 4394960 1172408 1157108 5815256 24495 2613190 74676 20700 810970 853063 245022 664244 50066 393171 1674722 25378390 763105 9272099 2070677 54253 -3307 113578 4485479 332512 4134426 99886 60121 108285 404310 392578 15550 993222 51372 16042 95479 44395 57553 1014449 802326 -5387829
"200902" 19073637 24833 4428263 1168385 1162530 5039465 33011 2459369 48451 20800 812308 894339 247233 634088 51111 418808 1630643 24853367 764976 9255828 2023866 54668 13293 108968 4207539 163024 4058349 80342 59554 109940 372523 454833 15640 997560 53425 17259 107768 56087 57130 1083188 737608 -5779730
"200903" 18765524 24461 4521425 1164949 1179525 4550290 31700 2471924 41494 20800 817834 968502 263097 609866 45279 435305 1619073 24634840 771591 9297527 1967437 55090 28261 97651 4003591 113968 4003921 72778 55095 115385 382930 509862 16078 1013520 51899 19000 79405 55072 60604 1162992 701183 -5869316
"200904" 19915292 22085 4560845 1163123 1261614 5727929 29200 2316231 21790 19400 829675 985636 270426 573555 39311 470805 1623667 25115549 787141 9465347 1914892 55510 23163 145844 4359553 75858 3897745 74937 50626 131076 377925 533295 16249 1077221 59143 14876 66849 61905 60710 1141049 724634 -5200257
"201001" 19926520 24610 4484015 1167877 1243792 5856832 28742 2352189 22358 11400 829312 994959 272852 570989 49078 491357 1526158 25004718 787918 9509756 1865444 55633 52695 147222 4349332 68243 3892223 74706 43469 133133 360328 545462 16337 1060564 55792 8286 12891 45316 66918 1142244 710805 -5078198
"201002" 20747100 25509 4542908 1159198 1249088 6471891 32761 2544994 20252 12000 837490 1020101 242329 568670 47946 458461 1513502 25578023 798672 9594060 1819408 55757 74700 130379 4812407 68559 4068914 73007 40805 135674 405942 517156 16511 1064808 58760 2833 5150 52228 76481 1040598 665214 -4830923
"201003" 20181460 22560 4523185 1151813 1269592 5715850 31806 2731440 20583 13500 841357 1035438 216527 572147 41958 479872 1513832 25672169 812788 9683013 1787142 55883 90954 137907 4697353 67195 4059610 72878 39615 135072 386511 543544 17061 1081484 60870 2823 39912 47514 75071 1080184 697786 -5490709
