"DATES" "FL644090005.Q" "FL643020003.Q" "FL644004005.Q" "FL643061703.Q" "FL643063003.Q" "FL643065005.Q" "FL643065103.Q" "FL643065403.Q" "FL643065503.Q" "FL643093005.Q" "FL644190005.Q" "FL642150003.Q" "FL644104005.Q" "FL643169103.Q" "FL643163003.Q" "FL643168003.Q" "FL643165005.Q" "FL643193005.Q" "FL643065775.Q" "FL643061773.Q" "FL643065143.Q" "FL643065443.Q" "FL643065543.Q"
"196501" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196502" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196503" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196504" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196601" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196602" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196603" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196604" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196701" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196702" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196703" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196704" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"196801" 150 0 150 0 0 150 0 0 150 0 145 0 145 0 0 105 40 0 0 0 0 0 0
"196802" 383 0 383 0 0 383 10 30 343 0 287 0 287 0 0 207 80 0 0 0 0 0 0
"196803" 538 0 538 0 0 538 25 43 470 0 495 0 495 0 0 335 160 0 0 0 0 0 0
"196804" 830 0 830 0 0 830 35 75 720 0 766 0 766 0 0 566 200 0 0 0 0 0 0
"196901" 992 0 992 0 0 992 50 149 793 0 982 0 982 0 0 625 357 0 0 0 0 0 0
"196902" 1275 0 1275 0 0 1275 84 215 976 0 1098 0 1098 0 20 710 368 0 0 0 0 0 0
"196903" 1498 0 1498 0 0 1498 129 304 1065 0 1238 0 1238 0 84 776 378 0 0 0 0 0 0
"196904" 2007 0 2007 0 0 2007 213 493 1301 0 1480 0 1480 0 95 955 430 0 0 0 0 0 0
"197001" 2355 0 2355 0 0 2355 365 766 1224 0 1526 0 1526 0 302 791 433 0 0 0 0 0 0
"197002" 2743 0 2743 0 0 2743 425 892 1426 0 1745 0 1745 0 400 897 448 0 0 0 0 0 0
"197003" 3152 0 3152 0 0 3152 489 1024 1639 0 1814 0 1814 0 400 894 520 0 0 0 0 0 0
"197004" 3904 0 3904 0 0 3904 605 1269 2030 0 2179 0 2179 0 600 1033 546 0 0 0 0 0 0
"197101" 4383 0 4322 0 0 4322 669 1406 2247 61 2585 0 2585 0 715 1288 582 0 0 0 0 0 0
"197102" 4992 0 4975 0 0 4975 772 1618 2585 17 3011 0 3011 0 979 1416 616 0 0 0 0 0 0
"197103" 5619 0 5515 0 0 5515 743 1873 2899 104 3455 0 3455 312 895 1615 633 0 0 0 0 0 0
"197104" 6370 0 6203 0 0 6203 785 2178 3240 167 4111 0 4111 780 1016 1635 680 0 0 0 0 0 0
"197201" 7770 0 7135 0 0 7135 886 2794 3455 635 5363 0 5297 1322 1152 2094 729 66 0 0 0 0 0
"197202" 9132 0 8219 0 0 8219 1114 3192 3913 913 6563 0 6363 1937 1280 2215 931 200 0 0 0 0 0
"197203" 10085 0 8921 0 0 8921 1082 3551 4288 1164 7429 0 7136 2600 1330 2163 1043 293 0 0 0 0 0
"197204" 11690 0 10396 0 0 10396 1210 4219 4967 1294 9060 0 8750 3240 1390 2970 1150 310 0 0 0 0 0
"197301" 13033 0 11269 0 0 11269 1306 4504 5459 1764 10275 0 9929 3100 1540 4015 1274 346 0 0 0 0 0
"197302" 14463 0 12955 0 0 12955 1312 5473 6170 1508 11591 0 11244 3121 1718 4993 1412 347 0 0 0 0 0
"197303" 15790 0 14909 0 0 14909 1659 6130 7120 881 12918 0 12560 3920 1770 5453 1417 358 0 0 0 0 0
"197304" 16610 0 15956 0 0 15956 1880 6600 7476 654 14120 0 13695 3975 1940 6330 1450 425 0 0 0 0 0
"197401" 17096 0 16700 0 0 16700 2022 6948 7730 396 15003 0 14385 3380 2070 7417 1518 618 0 0 0 0 0
"197402" 17407 0 16638 0 0 16638 2013 6926 7699 769 15795 0 13787 1564 2077 8619 1527 2008 0 0 0 0 0
"197403" 16796 0 16342 0 0 16342 1757 6717 7868 454 15835 0 13893 895 2043 9400 1555 1942 0 0 0 0 0
"197404" 16420 0 16145 0 0 16145 1708 6765 7672 275 15820 0 13969 710 2099 9580 1580 1851 0 0 0 0 0
"197501" 14966 0 13894 0 0 13894 1462 5629 6803 1072 15240 0 13240 743 1850 9069 1578 2000 0 0 0 0 0
"197502" 12150 0 11643 0 0 11643 1219 4556 5868 507 13056 0 11599 840 1600 7609 1550 1457 0 0 0 0 0
"197503" 9182 0 9000 0 0 9000 938 3397 4665 182 10351 0 9870 784 1350 6228 1508 481 0 0 0 0 0
"197504" 7270 0 7140 0 0 7140 740 2596 3804 130 8850 0 8739 829 1100 5300 1510 111 0 0 0 0 0
"197601" 6600 0 6510 0 0 6510 701 2309 3500 90 8411 0 7958 646 976 4765 1571 453 0 0 0 0 0
"197602" 5950 0 5880 0 0 5880 656 2033 3191 70 7871 0 7601 607 1000 4301 1693 270 0 0 0 0 0
"197603" 5280 0 5250 0 0 5250 607 1768 2875 30 7451 0 7421 663 973 3987 1798 30 0 0 0 0 0
"197604" 4620 0 4620 0 0 4620 553 1515 2552 0 7060 0 6875 559 916 3400 2000 185 0 0 0 0 0
"197701" 4312 0 4310 0 0 4310 524 1407 2379 2 6612 0 6256 514 884 2878 1980 356 0 0 0 0 0
"197702" 4000 0 4000 0 0 4000 494 1299 2207 0 5729 0 5602 585 849 2280 1888 127 0 0 0 0 0
"197703" 3690 0 3690 0 0 3690 463 1193 2034 0 5261 0 5210 523 856 2000 1831 51 0 0 0 0 0
"197704" 3460 0 3380 0 0 3380 431 1088 1861 80 5090 0 5027 518 829 1870 1810 63 0 0 0 0 0
"197801" 3316 0 3298 0 0 3298 418 1049 1831 18 4912 0 4487 541 722 1720 1504 425 0 0 0 0 0
"197802" 3276 0 3215 0 0 3215 406 1011 1798 61 4833 0 4353 650 702 1352 1649 480 0 0 0 0 0
"197803" 3115 0 3100 0 0 3100 389 963 1748 15 4626 0 4410 666 711 1226 1807 216 0 0 0 0 0
"197804" 3280 0 3050 0 0 3050 381 936 1733 230 4670 0 4379 626 633 1160 1960 291 0 0 0 0 0
"197901" 3307 0 3018 0 0 3018 363 935 1720 289 4627 0 4383 658 608 1100 2017 244 0 0 0 0 0
"197902" 3321 0 2985 0 0 2985 345 934 1706 336 4564 0 4404 749 631 1020 2004 160 0 0 0 0 0
"197903" 3331 0 2953 0 0 2953 328 933 1692 378 4496 0 4075 658 521 930 1966 421 0 0 0 0 0
"197904" 3320 0 2920 0 0 2920 310 932 1678 400 4410 0 4142 761 600 830 1951 268 0 0 0 0 0
"198001" 3300 0 2870 0 0 2870 306 911 1653 430 4323 0 4006 648 616 800 1942 317 0 0 0 0 0
"198002" 3287 0 2820 0 0 2820 301 890 1629 467 4243 0 3943 572 691 750 1930 300 0 0 0 0 0
"198003" 3267 0 2770 0 0 2770 296 869 1605 497 4164 0 3763 516 618 710 1919 401 0 0 0 0 0
"198004" 3230 0 2720 0 0 2720 291 849 1580 510 4080 0 3755 533 632 680 1910 325 0 0 0 0 0
"198101" 3240 0 2700 0 0 2700 292 836 1572 540 4064 0 3797 548 689 650 1910 267 0 0 0 0 0
"198102" 3233 0 2680 0 0 2680 292 823 1565 553 4052 0 3730 548 650 620 1912 322 0 0 0 0 0
"198103" 3204 0 2660 0 0 2660 293 810 1557 544 4021 0 3758 550 700 590 1918 263 0 0 0 0 0
"198104" 3180 0 2640 0 0 2640 293 797 1550 540 3980 0 3729 553 686 560 1930 251 0 0 0 0 0
"198201" 3262 0 2680 0 0 2680 290 825 1565 582 4038 0 3681 522 681 526 1952 357 0 0 0 0 0
"198202" 3271 0 2720 0 0 2720 287 853 1580 551 4021 0 3704 491 676 551 1986 317 0 0 0 0 0
"198203" 3338 0 2760 0 0 2760 284 881 1595 578 4053 0 3724 460 671 573 2020 329 0 0 0 0 0
"198204" 3378 0 2800 0 0 2800 280 910 1610 578 4039 0 3714 429 666 576 2043 325 0 0 0 0 0
"198301" 3416 0 2770 0 0 2770 267 920 1583 646 4014 0 3709 412 669 570 2058 305 0 0 0 0 0
"198302" 3429 0 2740 0 0 2740 254 930 1556 689 3962 0 3614 395 672 480 2067 348 0 0 0 0 0
"198303" 3377 0 2710 0 0 2710 241 940 1529 667 3819 0 3544 378 675 420 2071 275 0 0 0 0 0
"198304" 3492 0 2680 0 0 2680 228 949 1503 812 3786 0 3457 361 678 350 2068 329 0 0 0 0 0
"198401" 4396 0 3592 690 0 2902 234 1055 1613 804 4470 0 4121 416 1195 360 2150 349 500 500 0 0 0
"198402" 5488 0 4503 1379 0 3124 240 1154 1730 985 5255 0 4860 472 1720 381 2287 395 1000 1000 0 0 0
"198403" 6591 0 5411 2066 0 3345 245 1259 1841 1180 6054 0 5587 529 2246 395 2417 467 1500 1500 0 0 0
"198404" 7552 0 6080 2572 0 3508 246 1344 1918 1472 6808 0 6289 588 2822 400 2479 519 2056 2056 0 0 0
"198501" 7860 0 6187 2580 0 3607 252 1381 1974 1673 6987 0 6568 623 3046 410 2489 419 2080 2080 0 0 0
"198502" 8093 0 6341 2591 0 3750 263 1436 2051 1752 7127 0 6909 657 3276 475 2501 218 2110 2110 0 0 0
"198503" 8334 0 6504 2603 0 3901 273 1494 2134 1830 7307 0 7292 690 3516 570 2516 15 2150 2150 0 0 0
"198504" 10382 0 8690 2763 0 5927 322 1759 3846 1692 8290 0 7636 723 3699 680 2534 654 2182 2182 0 0 0
"198601" 11138 0 10166 4005 0 6161 335 1828 3998 972 9220 0 8076 814 3824 770 2668 1144 2285 2285 0 0 0
"198602" 12848 0 11715 5247 0 6468 347 1921 4200 1133 10884 0 8892 773 4364 860 2895 1992 2744 2744 0 0 0
"198603" 15044 0 13060 6489 0 6571 352 1952 4267 1984 12542 0 9733 925 4977 950 2881 2809 3375 3375 0 0 0
"198604" 14966 0 13660 7731 0 5929 318 1761 3850 1306 14100 0 13329 1051 8468 1020 2790 771 6677 6677 0 0 0
"198701" 16507 0 15516 9346 0 6170 331 1833 4006 991 15334 0 14118 1265 8827 1145 2881 1216 7087 7087 0 0 0
"198702" 18789 0 17106 10961 0 6145 332 1825 3988 1683 17601 0 16628 1242 11231 1270 2885 973 9419 9419 0 0 0
"198703" 20888 0 19055 12576 0 6479 325 1944 4210 1833 20124 0 18925 1249 13354 1400 2922 1199 11289 11289 0 0 0
"198704" 23395 0 21160 14191 0 6969 349 2091 4529 2235 22500 0 21312 1406 15276 1520 3110 1188 13002 13002 0 0 0
"198801" 23936 0 22095 14824 0 7271 364 2181 4726 1841 23994 0 22009 1431 15762 1719 3097 1985 13345 13345 0 0 0
"198802" 24613 0 22768 15457 0 7311 366 2193 4752 1845 24793 0 22854 1423 16299 2017 3115 1939 13760 13760 0 0 0
"198803" 25565 0 23943 16090 0 7853 393 2356 5104 1622 25851 0 22941 1397 16346 2107 3091 2910 13738 13738 0 0 0
"198804" 28463 0 25410 16723 0 8687 434 2606 5647 3053 28360 0 24840 1290 17066 3101 3383 3520 14576 14576 0 0 0
"198901" 29050 0 25361 16941 0 8420 421 2526 5473 3689 27864 0 26353 1283 17798 3841 3431 1511 15315 15315 0 0 0
"198902" 30421 0 25512 17158 0 8354 417 2506 5431 4909 28504 0 26646 1174 18064 3957 3451 1858 15397 15397 0 0 0
"198903" 30653 0 25577 17376 0 8201 410 2460 5331 5076 28623 0 27003 1138 18265 4020 3580 1620 15570 15570 0 0 0
"198904" 30650 0 25960 17593 0 8367 418 2510 5439 4690 29090 0 26942 1122 18020 4090 3710 2148 15300 15300 0 0 0
"199001" 29965 0 25608 17318 0 8290 414 2487 5389 4357 28915 0 26602 830 17772 4160 3840 2313 15027 15027 0 0 0
"199002" 28871 0 25302 17043 0 8259 412 2478 5369 3569 28806 0 27222 779 18243 4230 3970 1584 15473 15473 0 0 0
"199003" 28065 0 25004 16768 0 8236 411 2471 5354 3061 28985 0 26693 804 17389 4300 4200 2292 14594 14594 0 0 0
"199004" 28470 0 24200 16493 0 7707 415 2303 4989 4270 28900 0 27698 920 18078 4370 4330 1202 15258 15258 0 0 0
"199101" 28195 0 23922 16517 0 7405 359 2162 4884 4273 29445 0 28274 880 18554 4440 4400 1171 15709 15709 0 0 0
"199102" 28210 0 23917 16541 0 7376 383 2162 4831 4293 29935 0 28158 916 18246 4514 4482 1777 15378 15378 0 0 0
"199103" 27565 0 23790 16565 0 7225 364 2162 4699 3775 29654 0 27909 920 17780 4631 4578 1745 14992 14992 0 0 0
"199104" 28990 0 23579 16589 0 6990 362 2162 4466 5411 31490 0 28639 900 17946 5000 4793 2851 14992 14992 0 0 0
"199201" 29895 0 23495 16520 151 6824 341 2115 4368 6400 32049 1398 30404 861 19077 5458 5008 247 15963 15792 171 0 0
"199202" 30253 0 24225 16400 352 7473 523 2242 4708 6028 32438 1871 29420 865 17917 5609 5029 1147 14655 14393 262 0 0
"199203" 30631 0 24198 16150 654 7394 813 2070 4511 6433 33263 2379 29843 873 17888 5943 5139 1041 14498 14091 407 0 0
"199204" 28105 0 24971 15900 1015 8056 1128 2175 4753 3134 33522 2883 28215 886 18229 3745 5355 2424 14268 13704 564 0 0
"199301" 27233 0 24985 15800 1079 8106 1378 2108 4620 2248 32369 3415 28308 679 18329 3600 5700 646 14268 13579 689 0 0
"199302" 28425 0 25148 15700 1143 8305 1744 1993 4568 3277 32840 4007 27333 541 17169 3585 6038 1500 12976 12104 872 0 0
"199303" 28897 0 24460 14800 1109 8551 2052 1967 4532 4437 34556 4571 28366 564 16696 3526 7580 1619 12521 11495 1026 0 0
"199304" 29960 0 25380 15600 1170 8610 2239 1894 4477 4580 37239 5019 29883 564 16821 3554 8944 2337 12521 11402 1119 0 0
"199401" 31800 0 25666 14000 1408 10258 2872 2154 5232 6134 43500 6600 32575 425 16550 4200 11400 4325 11600 10164 1436 0 0
"199402" 31400 0 25952 12400 1645 11907 3810 2262 5835 5448 47500 7900 35490 290 15800 4900 14500 4110 10700 8795 1905 0 0
"199403" 31600 0 25956 10800 1883 13273 4778 2256 6239 5644 53500 9400 39300 150 15950 5700 17500 4800 9800 7411 2389 0 0
"199404" 31016 0 24640 9200 2120 13320 5062 2131 6127 6376 55068 9747 40037 13 15265 6033 18726 5284 8953 6422 2531 0 0
"199501" 31215 0 24819 8900 2152 13767 5782 1927 6058 6396 55831 9940 40561 10 15284 5700 19567 5330 8637 5746 2891 0 0
"199502" 32193 0 24998 8600 2184 14214 6254 1848 6112 7195 58125 10391 41784 4 15328 4923 21529 5950 7901 4774 3127 0 0
"199503" 32753 0 25175 8300 2215 14660 6890 1759 6011 7578 59437 10648 42487 5 15353 4479 22650 6302 7480 4035 3445 0 0
"199504" 33325 0 25998 9000 2887 14111 6915 1552 5644 7327 62176 10926 44573 6 15492 5024 24051 6677 7621 4164 3457 0 0
"199601" 33898 0 26821 9700 3558 13563 7188 1221 5154 7077 64916 11205 46660 7 15631 5569 25453 7051 7763 4169 3219 375 0
"199602" 34698 0 27644 10400 4230 13014 7158 1041 4815 7054 68750 11595 49582 8 15827 6332 27415 7573 7961 4382 3229 350 0
"199603" 35654 1845 28636 11128 4873 12635 7157 1008 4470 5173 73327 12060 53068 10 16060 7242 29756 8199 8197 4696 3176 325 0
"199604" 38201 2233 30361 12198 4326 13837 8004 1187 4646 5607 79359 13720 56465 9 16791 7757 31908 9174 7350 4464 2628 258 0
"199701" 41556 2956 32134 12210 4897 15027 8730 1197 5100 6466 88400 15075 62756 8 18263 8428 36057 10569 6998 4350 2413 235 0
"199702" 47268 2860 36794 13399 6033 17362 10225 1495 5642 7614 100861 17423 71300 5 20204 10981 40110 12138 7755 4119 3316 320 0
"199703" 54673 3820 40834 15810 6008 19016 11341 1673 6002 10019 114082 20152 79618 29 26140 11668 41781 14312 8068 4260 3516 292 0
"199704" 64311 3289 50556 21187 6465 22904 13970 2084 6850 10466 139032 24905 96107 33 31637 17621 46816 18020 11060 4879 5741 437 3
"199801" 78625 4572 56965 23183 8048 25734 15604 2159 7971 17088 164406 29989 111883 70 39799 22923 49091 22534 11266 5210 5434 465 157
"199802" 83030 4842 58492 21062 8420 29010 18280 2226 8504 19696 182387 28103 127986 29 47662 26241 54054 26298 13678 4874 7599 736 469
"199803" 80679 3854 55677 18301 7678 29698 18002 2387 9309 21148 201959 24855 147799 206 50149 33485 63959 29305 14232 5418 7080 866 868
"199804" 70729 4068 45467 13119 6070 26278 14770 2137 9371 21194 205563 15133 158800 207 53377 33611 71605 31630 13929 4977 7547 791 614
"199901" 71187 3751 45895 14915 5602 25378 13302 2030 10046 21541 214769 16138 165210 212 59636 28726 76636 33421 13466 4424 7399 906 737
"199902" 69431 3692 45333 14875 5548 24910 12987 1932 9991 20406 208711 16323 160274 210 58091 28402 73571 32114 13009 4043 7381 863 722
"199903" 68988 4354 44654 14608 5242 24804 13105 1831 9868 19980 213345 15765 162243 186 58879 27265 75913 35337 12790 3792 7503 801 694
"199904" 68217 4402 43964 11366 9169 23429 11182 2299 9948 19851 215804 14875 164770 0 61744 24201 78825 36159 11538 3670 5551 366 1951
"200001" 64723 4466 39931 11259 9063 19609 7797 2111 9701 20326 215776 12573 167407 0 62902 23538 80967 35796 11771 3806 5932 309 1724
"200002" 63184 4164 38782 10376 9316 19090 7418 2078 9594 20238 217676 12261 168140 0 64283 21257 82600 37275 11242 3691 5551 305 1695
"200003" 62588 3770 37961 11607 8361 17993 7241 1968 8784 20857 216574 12828 166046 0 65365 18683 81998 37700 10781 3574 5273 297 1637
"200004" 64921 4386 38787 11993 9354 17440 7757 1712 7971 21748 217935 12361 167573 0 64602 19421 83550 38001 10048 3472 5370 146 1060
"200101" 65014 4144 38887 13100 8439 17348 7994 1711 7643 21983 219342 13589 167839 0 67455 16496 83888 37914 8837 2609 5080 140 1008
"200102" 67094 4713 39574 15245 7862 16467 7725 1735 7007 22807 221044 15661 167593 0 65151 16226 86216 37790 7621 1731 4813 132 945
"200103" 70750 5443 42605 17729 7824 17052 8381 1734 6937 22702 221642 18187 165940 0 67025 14960 83955 37515 7015 963 5041 124 887
"200104" 75781 5492 47904 20288 9778 17838 8539 1431 7868 22385 230972 21552 171371 0 69242 16370 85759 38049 6744 329 5455 118 842
"200201" 83064 6144 54169 27094 9573 17502 8858 1357 7287 22751 239736 27694 173503 0 69900 15869 87734 38539 6493 0 5592 112 789
"200202" 92442 6393 62520 31555 11130 19835 10821 1425 7589 23529 255907 32191 184732 0 74425 16814 93493 38984 8963 0 7624 117 1222
"200203" 99927 6576 69715 33864 12514 23337 14114 1377 7846 23636 268522 36926 191362 0 79714 16751 94897 40234 11400 0 10099 113 1188
"200204" 100537 5396 70122 31765 10351 28006 18654 1286 8066 25019 275354 36180 198361 0 83260 18141 96960 40813 14753 0 13217 109 1427
"200301" 100215 6593 68919 27459 15067 26393 17216 1224 7953 24703 274406 33230 201586 0 86800 18988 95798 39590 16532 0 15016 107 1409
"200302" 109077 6664 77217 29482 14264 33471 23958 1275 8238 25196 283670 38302 205030 0 91084 16304 97642 40338 19526 0 18041 105 1380
"200303" 119638 8914 84213 26678 17055 40480 30237 1278 8965 26511 294413 38326 215895 0 97806 17143 100946 40192 25960 0 24503 103 1354
"200304" 134882 9173 96440 28883 18881 48676 37088 1512 10076 29269 314634 41634 230695 0 107089 17751 105855 42305 30327 0 28907 100 1320
"200401" 160315 10246 117920 37780 24536 55604 42399 1504 11701 32149 342479 51894 246587 0 117683 17448 111456 43998 37012 0 34038 99 2875
"200402" 177205 11708 131287 37126 27583 66578 52420 1679 12479 34210 365252 58281 264527 0 126407 20513 117607 42444 43883 0 40825 98 2960
"200403" 200629 9823 154215 40787 33113 80315 66042 1590 12683 36591 394733 62046 287536 0 144705 21267 121564 45151 60391 0 57114 95 3182
"200404" 251319 12222 198747 44675 35992 118080 102876 1628 13576 40350 460840 70300 340112 0 183846 24909 131357 50428 89949 0 86801 79 3069
"200501" 264872 13320 208318 44153 38465 125700 109830 1671 14199 43234 478121 72024 359195 0 195883 26881 136431 46902 98557 0 94836 174 3547
"200502" 286633 14373 226251 44523 44024 137704 120683 1630 15391 46009 508064 75141 383139 0 212281 28286 142572 49784 105562 0 102053 136 3373
"200503" 303764 15625 239905 43003 49655 147247 130105 1804 15338 48234 529531 80612 397228 0 219506 31374 146348 51691 109906 0 105098 134 4674
"200504" 305252 13584 239742 40628 52977 146137 127426 1931 16780 51926 533654 83486 395483 0 216679 33337 145467 54685 107251 0 102453 143 4655
"200601" 316824 14803 251205 40308 55100 155797 134951 2310 18536 50816 548352 84559 411656 0 227550 34495 149611 52137 112654 0 107068 247 5339
"200602" 332990 13897 264804 47939 58720 158145 137048 2228 18869 54289 568053 93613 419490 0 230081 35880 153529 54950 113111 0 106984 245 5882
"200603" 344715 16191 273601 55080 59958 158563 133578 2609 22376 54923 582430 98359 425882 0 233615 37390 154877 58189 112922 0 105564 230 7128
"200604" 344013 18448 265825 65412 64611 135802 103703 5019 27080 59740 571312 97890 410987 0 230581 28356 152050 62435 110005 0 92650 393 16962
"200701" 365076 21622 288659 76819 63727 148113 109999 5639 32475 54795 591072 104036 429156 0 246113 35019 148024 57880 115308 0 97401 388 17519
"200702" 356787 18626 280700 76204 65590 138906 99068 5839 33999 57461 590226 106330 427135 0 242353 33558 151224 56761 110934 0 90816 386 19732
