"DATES" "FL634000005.Q" "FL153034005.Q" "FL103034003.Q" "FL113034003.Q" "FL213034003.Q" "FL263034003.Q" "FL513034003.Q" "FL543034003.Q" "FL573034005.Q" "FL223034003.Q" "FL503034003.Q"
"196503" 0 0 0 0 0 0 0 0 0 0 0
"196504" 0 0 0 0 0 0 0 0 0 0 0
"196601" 0 0 0 0 0 0 0 0 0 0 0
"196602" 0 0 0 0 0 0 0 0 0 0 0
"196603" 0 0 0 0 0 0 0 0 0 0 0
"196604" 0 0 0 0 0 0 0 0 0 0 0
"196701" 0 0 0 0 0 0 0 0 0 0 0
"196702" 0 0 0 0 0 0 0 0 0 0 0
"196703" 0 0 0 0 0 0 0 0 0 0 0
"196704" 0 0 0 0 0 0 0 0 0 0 0
"196801" 0 0 0 0 0 0 0 0 0 0 0
"196802" 0 0 0 0 0 0 0 0 0 0 0
"196803" 0 0 0 0 0 0 0 0 0 0 0
"196804" 0 0 0 0 0 0 0 0 0 0 0
"196901" 0 0 0 0 0 0 0 0 0 0 0
"196902" 0 0 0 0 0 0 0 0 0 0 0
"196903" 0 0 0 0 0 0 0 0 0 0 0
"196904" 0 0 0 0 0 0 0 0 0 0 0
"197001" 0 0 0 0 0 0 0 0 0 0 0
"197002" 0 0 0 0 0 0 0 0 0 0 0
"197003" 0 0 0 0 0 0 0 0 0 0 0
"197004" 0 0 0 0 0 0 0 0 0 0 0
"197101" 0 0 0 0 0 0 0 0 0 0 0
"197102" 0 0 0 0 0 0 0 0 0 0 0
"197103" 0 0 0 0 0 0 0 0 0 0 0
"197104" 0 0 0 0 0 0 0 0 0 0 0
"197201" 0 0 0 0 0 0 0 0 0 0 0
"197202" 0 0 0 0 0 0 0 0 0 0 0
"197203" 0 0 0 0 0 0 0 0 0 0 0
"197204" 0 0 0 0 0 0 0 0 0 0 0
"197301" 0 0 0 0 0 0 0 0 0 0 0
"197302" 0 0 0 0 0 0 0 0 0 0 0
"197303" 0 0 0 0 0 0 0 0 0 0 0
"197304" 0 0 0 0 0 0 0 0 0 0 0
"197401" 263 263 0 0 0 0 0 0 0 0 0
"197402" 570 570 0 0 0 0 0 0 0 0 0
"197403" 1386 1386 0 0 0 0 0 0 0 0 0
"197404" 2379 2379 0 0 0 0 0 0 0 0 0
"197501" 3620 3620 0 0 0 0 0 0 0 0 0
"197502" 3661 3661 0 0 0 0 0 0 0 0 0
"197503" 3708 3708 0 0 0 0 0 0 0 0 0
"197504" 3696 3696 0 0 0 0 0 0 0 0 0
"197601" 3712 3557 0 0 0 0 0 0 0 0 155
"197602" 3430 3341 0 0 0 0 0 0 0 0 89
"197603" 3421 3322 0 0 0 0 0 0 0 0 99
"197604" 3686 3381 0 0 0 0 0 0 0 0 305
"197701" 3460 2939 31 0 0 0 0 24 0 0 466
"197702" 3443 3017 74 0 0 0 0 59 23 0 270
"197703" 3463 2956 130 0 0 0 0 102 53 0 222
"197704" 3887 3197 200 0 0 0 0 150 94 0 246
"197801" 5620 4734 255 0 0 0 0 200 150 0 281
"197802" 6959 6050 268 0 0 0 0 249 212 0 180
"197803" 8407 7215 349 0 0 0 0 312 272 0 259
"197804" 10808 8928 610 0 0 0 0 403 359 0 508
"197901" 18020 15693 1028 0 0 0 0 521 500 0 278
"197902" 25915 22681 1581 0 0 0 0 663 688 0 302
"197903" 34194 29822 2246 0 0 0 0 824 913 0 389
"197904" 45214 39459 3000 0 0 0 0 1000 1182 0 573
"198001" 61292 54525 3757 0 0 0 0 1150 1500 0 360
"198002" 77827 69928 4432 0 0 0 0 1235 1845 0 387
"198003" 79901 70003 5389 0 0 0 0 1417 2195 0 897
"198004" 76415 64366 6993 0 0 0 0 1858 2633 0 565
"198101" 114223 98522 9437 0 0 0 0 2602 3244 0 418
"198102" 129871 108564 12915 0 0 0 4 3694 4134 0 560
"198103" 164470 137398 16288 0 0 0 18 4793 5413 0 560
"198104" 186305 154610 18416 0 0 0 35 5558 6564 0 1122
"198201" 198732 164885 19547 0 0 0 71 6081 7030 0 1118
"198202" 209680 175381 19930 0 0 0 172 6453 6030 0 1714
"198203" 235246 201364 19711 0 0 0 378 6650 5071 0 2072
"198204" 219928 186712 19031 0 0 0 1427 6650 4688 0 1420
"198301" 197336 164329 17526 0 0 0 1975 6347 4877 0 2282
"198302" 180893 150654 14825 0 0 0 2604 5636 5228 0 1946
"198303" 179590 150913 12259 0 0 0 3575 4961 5602 0 2280
"198304" 179467 149944 11153 0 0 0 4801 4762 5929 0 2878
"198401" 193976 162806 11509 0 0 0 5286 5027 6191 0 3157
"198402" 198879 165501 13318 0 0 0 5994 5735 6388 0 1943
"198403" 204049 166430 15272 0 0 0 6165 6515 6770 0 2897
"198404" 232204 192968 16062 0 0 0 6270 6994 6938 0 2972
"198501" 239622 200211 15820 0 0 0 6604 7227 7429 0 2331
"198502" 245746 205775 14675 0 0 0 6881 7266 8015 0 3134
"198503" 241990 202116 14413 0 0 0 7422 7270 8239 0 2530
"198504" 242408 196317 14520 0 0 0 8266 9074 9087 1427 3717
"198601" 264343 215121 13091 3122 0 0 8285 9568 9517 1494 4145
"198602" 276639 225067 13282 3182 0 0 8235 9733 9427 1480 6233
"198603" 293572 240905 13588 3208 0 0 8211 10033 10106 1587 5934
"198604" 290581 235130 14895 3227 0 0 8310 10015 10990 1725 6289
"198701" 302686 245109 16353 3220 0 0 8353 8525 11194 1757 8175
"198702" 299557 240768 15225 3166 0 0 8394 8140 12008 1885 9971
"198703" 304166 244364 15262 3117 0 0 8470 7964 12337 1937 10715
"198704" 313776 255961 15827 3118 0 0 8617 6912 12832 2015 8494
"198801" 342271 283156 14509 3875 0 0 8857 6692 13450 2112 9620
"198802" 324932 262577 12760 4558 0 0 9214 6792 14461 2270 12300
"198803" 323868 264879 11295 4948 0 0 9561 6965 14814 2326 9080
"198804" 335020 272959 10339 5310 0 0 9771 6963 14836 2329 12513
"198901" 360736 299930 9761 5567 0 0 9839 6642 15462 2428 11107
"198902" 381312 317410 9607 5455 0 0 9761 5852 16554 2599 14074
"198903" 411818 349089 9871 5344 0 196 9682 5431 16622 2610 12973
"198904" 424736 351108 10379 5775 0 391 9744 6212 17779 2791 20557
"199001" 459847 377847 11833 6185 0 587 9977 8267 18655 2929 23567
"199002" 449501 359303 16065 6378 0 783 10405 8302 17918 2813 27534
"199003" 479566 380808 17207 6808 0 978 10779 8337 17441 2738 34470
"199004" 493319 389410 19655 6665 0 1174 10848 8372 17775 2791 36629
"199101" 547259 441078 21669 6353 0 1369 10638 8406 17336 2722 37688
"199102" 527633 413925 22499 6784 0 1565 10085 8441 17857 2804 43673
"199103" 528125 404653 23290 7076 0 1761 9559 8476 19147 3006 51157
"199104" 534967 407712 24131 7402 0 1956 9428 8511 18790 2950 54087
"199201" 567172 426588 27185 8456 0 2152 9690 8546 18917 2970 62668
"199202" 552575 409988 31417 8946 0 2348 10340 8580 18973 2979 59004
"199203" 549826 382952 35656 9163 0 2543 11026 8615 19680 3090 77101
"199204" 539471 365540 37619 9727 0 2739 11393 8650 19784 3106 80913
"199301" 553540 375647 38515 9449 293 2935 11476 8685 21949 3446 81145
"199302" 546540 365480 36676 10019 585 3130 11309 8719 23986 3766 82870
"199303" 544651 355088 34391 10727 1170 3326 11109 8754 24135 3789 92162
"199304" 559649 363478 33947 10865 1755 3521 11095 8789 26265 4124 95810
"199401" 575608 366826 34162 11153 2340 3717 10850 8824 28739 4512 104485
"199402" 569198 352419 35607 13097 3511 3913 10675 8858 30335 4763 106020
"199403" 575955 341306 35778 13326 4681 4108 10500 8893 30617 4807 121939
"199404" 600127 373117 37104 15108 5851 4304 10297 8928 31580 4958 108880
"199501" 631178 397618 37283 15123 6635 4492 11007 8963 32389 5071 112597
"199502" 675419 426115 49460 16149 8802 4680 11717 8997 34855 5443 109201
"199503" 699256 445177 52128 16374 9277 4868 12427 9032 36032 5614 108327
"199504" 741294 472435 59963 17035 10672 5056 13137 9068 37906 5894 110128
"199601" 812363 517769 63098 16764 11230 5244 13847 9102 40780 6330 128199
"199602" 804814 498595 62684 17816 11156 5431 11832 9137 42545 6593 139025
"199603" 833574 509247 63655 18095 11329 5619 12881 9172 45152 6988 151436
"199604" 886653 527915 67636 19237 12037 5807 12404 9207 49094 7592 175724
"199701" 945874 562469 73674 20334 13112 5995 13335 9241 53862 8326 185526
"199702" 947209 548692 77069 20951 13716 6183 12794 9276 56261 8689 193578
"199703" 998999 576508 82917 22014 14757 6371 13128 9311 63631 9831 200531
"199704" 1042527 602332 87820 22906 15629 6559 12331 9346 62527 9644 213433
"199801" 1125867 661331 92659 24672 16491 6747 12669 9380 63041 9710 229167
"199802" 1149644 640322 106397 27531 18936 6935 12991 9415 63443 9759 253915
"199803" 1242892 684254 116198 29656 20680 7123 14751 9450 63808 9802 287170
"199804" 1327915 706609 126436 32573 46682 7310 14934 9485 64842 9949 309095
"199901" 1411755 760766 130887 34513 47759 7498 15031 9519 68736 10546 326500
"199902" 1393448 725223 130593 34727 48597 7686 11440 9554 71515 10968 343145
"199903" 1444297 738253 138401 36037 49437 7874 12105 9589 76497 11736 364368
"199904" 1579593 816097 154857 40708 51169 8062 9892 9624 76896 11784 400504
"200001" 1665165 896238 155553 41187 52088 8250 12177 9659 77370 11800 400843
"200002" 1627916 862569 155067 41462 52581 9234 12344 9694 77400 12107 395458
"200003" 1696557 892357 167397 44994 53455 10217 12519 9729 80309 12914 412666
"200004" 1812133 959797 191367 49393 53860 11201 13392 9764 81135 13220 429004
"200101" 1994732 1045352 229099 52366 54474 12185 9719 9798 77262 13827 490650
"200102" 2014678 1010441 258836 53986 55842 13168 9318 9833 77160 14434 511660
"200103" 2115434 1062657 271791 55664 55839 14152 11069 9868 76541 14941 542912
"200104" 2240583 1113226 301908 58981 57107 15136 10281 9903 75083 15447 583511
"200201" 2203347 1082446 312739 58231 57413 16119 9637 11370 76373 15954 563065
"200202" 2151237 1021716 311620 59241 57678 17103 9805 12334 81421 16461 563859
"200203" 2114795 1031460 304786 57595 57661 16681 13076 13583 84442 16248 519263
"200204" 2223890 1071705 335731 61325 58694 16259 15257 12332 84492 15513 552582
"200301" 2156115 1075045 326781 61898 58656 15836 13695 14934 83256 14798 491216
"200302" 2120138 1023034 317791 62471 60468 15414 15015 15185 83727 14413 512620
"200303" 2058004 937207 307748 63045 61036 17117 14763 17676 84081 13770 541561
"200304" 2016368 960170 298278 63618 62705 18820 14336 12636 84251 13444 488110
"200401" 1968946 954100 300503 64236 63689 20523 13405 15950 84240 13136 439164
"200402" 1916455 922530 301015 65004 64087 22226 12117 16339 84382 12247 416508
"200403" 1866414 862197 304296 65772 65161 22550 13185 18822 84613 10657 419161
"200404" 1879849 904061 308595 66541 66620 22874 13433 17231 84863 11577 384054
"200501" 1840970 868938 307161 67152 67941 23198 13556 18926 85186 11096 377816
"200502" 1831499 862636 313862 67763 69177 23522 12923 16119 85467 13121 366909
"200503" 1876688 882043 327239 68374 70661 23240 13006 15764 86017 10582 379762
"200504" 2006863 949246 348159 68985 71699 22958 12782 13525 86713 11692 421104
"200601" 2014121 952679 347822 69779 73264 22675 12201 15603 87566 12809 419723
"200602" 2067431 988232 360131 70573 75058 22393 11177 17066 88344 13224 421233
"200603" 2168152 1010359 381896 71367 76765 24706 12026 20441 89214 13749 467629
"200604" 2312139 1114451 416302 72160 78536 27019 13498 23262 90093 13835 462983
"200701" 2372322 1105502 417894 72703 79629 29331 16424 22060 90903 17158 520718
"200702" 2466334 1159177 434745 73245 84767 31644 16668 21971 91770 17126 535221
"200703" 2779512 1239662 500652 73788 82246 38810 18086 19978 92609 13071 700610
"200704" 3033062 1346680 544356 74330 82932 45976 20661 21642 93469 12417 790599
"200801" 3382546 1457877 620213 76167 83010 53142 26020 28098 94122 12483 931414
"200802" 3318248 1393664 625404 77370 83012 60308 26992 31301 94779 12420 912998
"200803" 3355284 1446127 620290 78713 82517 64994 26320 28377 95288 12322 900336
"200804" 3757259 1581806 702571 79156 80540 69679 32779 39180 95741 14340 1061467
"200901" 3738663 1555284 707420 78017 80705 74365 33179 42780 96098 14219 1056596
"200902" 3584578 1484015 692224 76253 82062 79050 29089 41119 96228 14258 990280
"200903" 3362986 1358646 650255 74127 83945 75353 28298 37907 96294 14271 943890
"200904" 3258599 1313217 630766 72147 85077 71654 29575 33654 96360 14202 911947
"201001" 2930749 1198680 563266 70284 86865 67956 25277 29158 96400 14119 778744
"201002" 2760411 1140055 527716 68549 86112 64258 24608 28647 96400 14204 709862
"201003" 2746132 1126562 532956 67333 88362 60560 27259 25705 96300 13635 707460
