"DATES" "FL634000005.Q" "FL633091003.Q" "FL633020000.Q" "FL633030000.Q" "FL632050000.Q" "FL634004005.Q" "FL633069175.Q" "FL633061100.Q" "FL633061700.Q" "FL633062000.Q" "FL633063003.Q" "FL633093005.Q" "FL634000005.Q"
"196202" 0 0 0 0 0 0 0 0 0 0 0 0 0
"196203" 0 0 0 0 0 0 0 0 0 0 0 0 0
"196204" 0 0 0 0 0 0 0 0 0 0 0 0 0
"196301" 0 0 0 0 0 0 0 0 0 0 0 0 0
"196302" 0 0 0 0 0 0 0 0 0 0 0 0 0
"196303" 0 0 0 0 0 0 0 0 0 0 0 0 0
"196304" 0 0 0 0 0 0 0 0 0 0 0 0 0
"196401" 0 0 0 0 0 0 0 0 0 0 0 0 0
"196402" 0 0 0 0 0 0 0 0 0 0 0 0 0
"196403" 0 0 0 0 0 0 0 0 0 0 0 0 0
"196404" 0 0 0 0 0 0 0 0 0 0 0 0 0
"196501" 0 0 0 0 0 0 0 0 0 0 0 0 0
"196502" 0 0 0 0 0 0 0 0 0 0 0 0 0
"196503" 0 0 0 0 0 0 0 0 0 0 0 0 0
"196504" 0 0 0 0 0 0 0 0 0 0 0 0 0
"196601" 0 0 0 0 0 0 0 0 0 0 0 0 0
"196602" 0 0 0 0 0 0 0 0 0 0 0 0 0
"196603" 0 0 0 0 0 0 0 0 0 0 0 0 0
"196604" 0 0 0 0 0 0 0 0 0 0 0 0 0
"196701" 0 0 0 0 0 0 0 0 0 0 0 0 0
"196702" 0 0 0 0 0 0 0 0 0 0 0 0 0
"196703" 0 0 0 0 0 0 0 0 0 0 0 0 0
"196704" 0 0 0 0 0 0 0 0 0 0 0 0 0
"196801" 0 0 0 0 0 0 0 0 0 0 0 0 0
"196802" 0 0 0 0 0 0 0 0 0 0 0 0 0
"196803" 0 0 0 0 0 0 0 0 0 0 0 0 0
"196804" 0 0 0 0 0 0 0 0 0 0 0 0 0
"196901" 0 0 0 0 0 0 0 0 0 0 0 0 0
"196902" 0 0 0 0 0 0 0 0 0 0 0 0 0
"196903" 0 0 0 0 0 0 0 0 0 0 0 0 0
"196904" 0 0 0 0 0 0 0 0 0 0 0 0 0
"197001" 0 0 0 0 0 0 0 0 0 0 0 0 0
"197002" 0 0 0 0 0 0 0 0 0 0 0 0 0
"197003" 0 0 0 0 0 0 0 0 0 0 0 0 0
"197004" 0 0 0 0 0 0 0 0 0 0 0 0 0
"197101" 0 0 0 0 0 0 0 0 0 0 0 0 0
"197102" 0 0 0 0 0 0 0 0 0 0 0 0 0
"197103" 0 0 0 0 0 0 0 0 0 0 0 0 0
"197104" 0 0 0 0 0 0 0 0 0 0 0 0 0
"197201" 0 0 0 0 0 0 0 0 0 0 0 0 0
"197202" 0 0 0 0 0 0 0 0 0 0 0 0 0
"197203" 0 0 0 0 0 0 0 0 0 0 0 0 0
"197204" 0 0 0 0 0 0 0 0 0 0 0 0 0
"197301" 0 0 0 0 0 0 0 0 0 0 0 0 0
"197302" 0 0 0 0 0 0 0 0 0 0 0 0 0
"197303" 0 0 0 0 0 0 0 0 0 0 0 0 0
"197304" 0 0 0 0 0 0 0 0 0 0 0 0 0
"197401" 263 0 0 67 9 187 185 2 0 0 0 0 263
"197402" 570 0 0 210 19 358 353 5 0 0 0 -17 570
"197403" 1386 0 0 786 50 598 578 20 0 0 0 -48 1386
"197404" 2379 0 0 1620 92 757 645 112 0 0 0 -90 2379
"197501" 3620 0 0 2326 146 1294 1050 244 0 0 0 -146 3620
"197502" 3661 0 25 2532 154 1079 788 291 0 0 0 -129 3661
"197503" 3708 0 35 2308 154 1334 738 596 0 0 0 -123 3708
"197504" 3696 0 29 2139 149 1455 528 927 0 0 0 -76 3696
"197601" 3712 0 30 1705 146 1915 714 1201 0 0 0 -84 3712
"197602" 3430 0 11 1669 146 1669 837 832 0 0 0 -65 3430
"197603" 3421 0 35 1530 136 1746 772 974 0 0 0 -26 3421
"197604" 3686 0 24 1487 138 2093 944 1149 0 0 0 -56 3686
"197701" 3460 0 24 1455 136 1866 824 1042 0 0 0 -21 3460
"197702" 3443 73 23 1569 151 1725 927 798 0 0 0 -98 3443
"197703" 3463 106 72 1556 158 1671 916 755 0 0 0 -100 3463
"197704" 3887 14 28 1793 268 1947 1064 883 0 0 0 -163 3887
"197801" 5620 255 51 2658 224 2625 1505 1120 0 0 0 -193 5620
"197802" 6959 145 36 3115 297 3569 2304 1065 200 0 0 -203 6959
"197803" 8407 301 45 4095 335 4043 2683 960 400 0 0 -412 8407
"197804" 10808 470 68 4458 348 5138 3652 886 600 0 0 326 10808
"197901" 18020 1162 51 6067 409 9899 7012 1687 1200 0 0 432 18020
"197902" 25915 2298 85 7743 757 14505 10684 1988 1833 0 0 527 25915
"197903" 34194 3856 132 10538 1250 17780 13471 1224 3085 0 0 638 34194
"197904" 45214 5109 67 11987 2412 24939 19298 1621 4020 0 0 700 45214
"198001" 61292 6316 64 14140 2634 37719 26145 7004 3607 756 207 419 61292
"198002" 77827 7056 633 16381 3721 49323 36314 5272 5725 1659 353 713 77827
"198003" 79901 8657 240 19364 2908 47961 32261 7450 5399 2469 382 771 79901
"198004" 76415 6769 166 21201 5643 42048 31561 3474 4754 1967 292 588 76415
"198101" 114223 10754 -2007 29918 4993 70044 46244 14518 6345 2679 258 521 114223
"198102" 129871 14174 -611 31980 7550 75683 55351 9023 7403 3363 543 1095 129871
"198103" 164470 17072 -820 40438 10114 96446 71137 11419 9655 3630 605 1220 164470
"198104" 186305 18846 -549 44363 14529 107489 70399 21519 10370 4395 806 1627 186305
"198201" 198732 22466 -1732 41765 17285 116826 73065 25560 9889 7261 1051 2122 198732
"198202" 209680 23204 -270 45464 16738 122838 78219 22402 13287 8085 845 1706 209680
"198203" 235246 22819 745 50960 18906 140457 74799 38221 15137 11626 674 1359 235246
"198204" 219928 23759 278 41101 16224 137553 69112 42646 11972 13321 502 1013 219928
"198301" 197336 19182 -521 30600 13238 133936 61832 44873 9759 17025 447 901 197336
"198302" 180893 19644 -659 26372 12050 122464 66325 28279 11091 16262 507 1022 180893
"198303" 179590 19890 -940 24823 14799 119983 68790 22074 12022 16584 513 1035 179590
"198304" 179467 21911 -275 24289 13029 119697 66161 22839 13375 16918 404 816 179467
"198401" 193976 23624 -563 20768 17499 131615 74832 19251 15630 21391 511 1033 193976
"198402" 198879 22814 -286 24499 17080 133699 79297 14787 16519 22564 532 1073 198879
"198403" 204049 23493 -614 19842 20400 139779 85117 13527 17952 22613 570 1149 204049
"198404" 232204 21061 -1236 23971 22606 164147 97271 25231 16853 23972 820 1655 232204
"198501" 239622 20801 -2360 21703 23116 174572 95809 25935 17488 34454 886 1790 239622
"198502" 245746 18464 -353 20172 17849 187972 107577 24576 19577 35428 814 1642 245746
"198503" 241990 18852 -1610 19054 21103 182606 100222 22520 21809 37071 984 1985 241990
"198504" 242408 18883 154 17318 25871 178191 98381 24405 17971 36448 986 1991 242408
"198601" 264343 19032 409 17638 26010 199678 101220 29048 16992 51637 781 1576 264343
"198602" 276639 21885 101 17411 31910 203013 108671 22189 14709 56296 1148 2319 276639
"198603" 293572 22461 -665 19783 30569 218314 117012 23767 15075 60919 1541 3110 293572
"198604" 290581 21988 -32 20052 31899 213096 104434 27804 14997 64088 1773 3578 290581
"198701" 302686 26854 666 19740 36565 215426 108360 18302 16517 70544 1703 3435 302686
"198702" 299557 23692 381 24564 37373 210051 105583 20009 15705 67023 1731 3496 299557
"198703" 304166 22479 397 27302 39899 210729 110526 15071 18238 65229 1665 3360 304166
"198704" 313776 21382 -323 34528 38872 214956 110119 14148 26711 61817 2161 4361 313776
"198801" 342271 21873 13 37184 41004 235347 117289 14691 29471 70503 3393 6850 342271
"198802" 324932 21868 121 34690 40163 222752 119257 12970 21682 66198 2645 5338 324932
"198803" 323868 22235 2211 37499 41103 215818 116589 10711 20543 65497 2478 5002 323868
"198804" 335020 29329 656 33772 41163 225452 127499 11416 18150 66084 2303 4648 335020
"198901" 360736 28682 -1653 36480 47064 244755 147525 12584 13853 68113 2680 5408 360736
"198902" 381312 22077 -461 43427 52146 257278 158967 10954 17151 66815 3391 6845 381312
"198903" 411818 29020 1627 44827 53657 274848 171745 12499 16308 70412 3884 7839 411818
"198904" 424736 26081 106 43049 54250 293719 184504 14621 20803 70060 3731 7531 424736
"199001" 459847 26735 -446 36263 52609 336353 201494 30971 21874 77886 4128 8333 459847
"199002" 449501 27731 350 30623 54489 325519 187244 27641 28802 76486 5346 10789 449501
"199003" 479566 31390 556 24721 65411 351923 206282 33527 29843 79513 2758 5565 479566
"199004" 493319 26698 11247 21938 58185 371251 203988 44864 36410 84006 1983 4000 493319
"199101" 547259 32315 -2107 28769 72508 410941 213353 64880 38975 91343 2390 4833 547259
"199102" 527633 26704 1933 31956 70639 389832 208484 54504 35694 87902 3248 6569 527633
"199103" 528125 23740 2914 34471 72117 389122 195499 63654 40393 86728 2848 5761 528125
"199104" 534967 21446 -208 35102 66973 403927 190583 78282 40640 90592 3830 7727 534967
"199201" 567172 20097 -677 35490 79744 424773 200914 83479 39241 97309 3830 7745 567172
"199202" 552575 16528 -2532 33874 79965 414413 193396 78456 43509 93945 5107 10327 552575
"199203" 549826 21250 -3863 37149 72041 411993 184985 78684 50432 92329 5563 11256 549826
"199204" 539471 20251 -2653 34644 65945 408579 173556 78434 54288 96006 6295 12705 539471
"199301" 553540 18635 -1021 36997 72974 410913 175292 76663 50251 101253 7454 15042 553540
"199302" 546540 19013 -2248 33308 68036 410579 172025 75403 55701 98606 8844 17852 546540
"199303" 544651 13830 -3056 25990 75970 410636 159941 73499 65361 101289 10546 21281 544651
"199304" 559649 9959 -1204 31879 66376 428952 164414 79443 67772 105586 11737 23687 559649
"199401" 575608 11293 551 28406 73032 434138 166432 67929 68343 117466 13968 28188 575608
"199402" 569198 8816 -1801 29593 71020 433472 176415 58571 70817 113747 13922 28098 569198
"199403" 575955 8388 -2418 34799 70643 437868 178396 58655 73037 113222 14558 26675 575955
"199404" 600127 15672 -2520 31404 68788 459001 187158 66136 77150 113395 15162 27782 600127
"199501" 631178 14929 -6609 41485 72993 480644 204882 66368 74987 119271 15136 27736 631178
"199502" 675419 15291 -2082 42703 80881 507952 224675 57512 88194 120833 16738 30674 675419
"199503" 699256 21087 -2613 57126 83485 505712 219180 62936 81478 123316 18802 34459 699256
"199504" 741294 19684 -3486 52343 87816 545507 235520 69963 90824 127687 21513 39430 741294
"199601" 812363 21218 -2923 56630 96749 595564 247967 85725 96226 141029 24617 45125 812363
"199602" 804814 14132 -2724 54613 98231 594702 262775 80622 89582 136701 25022 45860 804814
"199603" 833574 17509 -3590 67381 100721 606561 265195 83619 94599 138598 24550 44992 833574
"199604" 886653 23100 -1127 82738 103779 634346 273917 90220 101820 144481 23908 43817 886653
"199701" 945874 20639 -425 99429 118958 658961 302688 82165 92069 155676 26363 48312 945874
"199702" 947209 20240 -444 106441 113599 656536 308901 74792 93295 151807 27741 50837 947209
"199703" 998999 23012 -2161 114967 124611 678689 323599 75018 88516 158890 32666 59881 998999
"199704" 1042527 23173 1507 111326 126560 721854 336012 86182 96309 166964 36387 58107 1042527
"199801" 1125867 28288 3521 109607 136314 775012 371166 83298 95812 179869 44867 73125 1125867
"199802" 1149644 21854 -116 107001 143682 815893 395469 81333 93457 177366 68268 61330 1149644
"199803" 1242892 26545 -1938 120015 161403 869141 403138 82268 121407 185288 77040 67726 1242892
"199804" 1327915 30084 -1025 123927 138805 970453 415145 107863 172433 192809 82203 65671 1327915
"199901" 1411755 39263 -6068 141323 137645 1034334 472456 98858 169510 204092 89418 65258 1411755
"199902" 1393448 44472 -1773 138006 139601 1002536 468879 83769 157159 196100 96629 70606 1393448
"199903" 1444297 53965 -7352 135925 138227 1051140 491082 86821 162418 197923 112896 72392 1444297
"199904" 1579593 41089 -3312 155399 140532 1155318 525300 103822 191052 210363 124781 90567 1579593
"200001" 1665165 52296 -2929 170826 156971 1239924 573945 99097 171365 223596 171921 48077 1665165
"200002" 1627916 74496 -4188 135504 168576 1195820 562785 78478 156387 218298 179872 57708 1627916
"200003" 1696557 72377 -518 147885 174308 1237104 595846 78097 159214 224609 179338 65401 1696557
"200004" 1812133 87209 1478 154774 182797 1317546 620394 91563 182901 242506 180182 68329 1812133
"200101" 1994732 106453 -3761 194973 206769 1437289 637009 97379 249092 252598 201211 53009 1994732
"200102" 2014678 103300 -1925 193752 209007 1450582 635206 94553 264359 251711 204753 59962 2014678
"200103" 2115434 107416 -9656 191598 222000 1544483 643760 114740 315508 262790 207685 59593 2115434
"200104" 2240583 114977 5379 244034 226245 1584880 623747 137544 324436 276665 222488 65068 2240583
"200201" 2203347 115058 889 238619 235632 1555409 616473 139527 317357 269983 212069 57740 2203347
"200202" 2151237 113015 -2385 242766 251519 1479665 594488 125313 295234 264487 200143 66657 2151237
"200203" 2114795 114063 -3379 222488 246498 1466384 541853 121684 321184 267661 214002 68741 2114795
"200204" 2223890 108132 -1394 220153 273390 1567149 585168 142239 333120 278493 228129 56460 2223890
"200301" 2156115 96584 -1671 206325 262605 1532200 538418 149686 322836 289043 232217 60072 2156115
"200302" 2120138 84859 -7238 186785 262098 1541321 519774 145914 327863 294311 253459 52313 2120138
"200303" 2058004 76729 -6291 188250 233760 1506960 475574 135559 349402 291761 254664 58596 2058004
"200304" 2016368 71539 -2095 166843 252610 1471258 459924 132058 328560 292051 258665 56213 2016368
"200401" 1968946 68095 -10984 168425 270479 1416921 434584 125958 304125 299537 252717 56010 1968946
"200402" 1916455 84193 713 170016 256413 1353611 407381 102800 282673 299308 261449 51509 1916455
"200403" 1866414 75694 889 164830 255613 1321591 393643 100561 275539 298507 253341 47797 1866414
"200404" 1879849 78537 558 167225 233954 1346311 405822 98207 267463 313833 260986 53264 1879849
"200501" 1840970 79405 -5784 176404 251166 1294305 408288 102528 212705 321054 249730 45474 1840970
"200502" 1831499 92549 -10680 163721 293729 1245052 430598 88845 168894 323604 233111 47128 1831499
"200503" 1876688 104253 -2790 179603 301833 1241829 441325 85552 145597 323455 245900 51960 1876688
"200504" 2006863 94735 -854 182961 345950 1340815 492167 88573 160065 336827 263183 43256 2006863
"200601" 2014121 97300 -4284 182508 341404 1353521 489791 84751 153273 347206 278500 43672 2014121
"200602" 2067431 79614 9956 204849 351801 1375862 507892 79598 150442 343059 294871 45349 2067431
"200603" 2168152 70540 1689 208292 368191 1461155 556197 71469 139740 352875 340874 58285 2168152
"200604" 2312139 84146 6664 206699 394641 1560822 608258 82652 131357 370279 368276 59167 2312139
"200701" 2372322 81394 -1599 202494 387424 1623870 629263 91122 129764 388027 385694 78739 2372322
"200702" 2466334 69874 -3554 211967 425523 1686082 637434 89569 135667 397382 426030 76442 2466334
"200703" 2779512 102331 4092 266467 528342 1789536 639200 127544 180207 428401 414184 88744 2779512
"200704" 3033062 127307 1883 270638 605891 1936406 674562 178149 235863 471024 376808 90937 3033062
"200801" 3382546 143846 -9902 349687 591648 2237525 662321 296347 388876 491807 398174 69742 3382546
"200802" 3318248 141389 534 368500 518111 2232818 642161 283722 424923 500270 381742 56896 3318248
"200803" 3355284 145973 8755 331658 591772 2232010 494843 460003 518359 472760 286045 45116 3355284
"200804" 3757259 129303 7481 355239 542396 2674968 618502 577683 756157 494599 228027 47872 3757259
"200901" 3738663 79747 12722 458103 561532 2575187 578743 519652 776268 482705 217819 51372 3738663
"200902" 3584578 87515 -6991 550020 488464 2412145 527149 489739 741548 455568 198141 53425 3584578
"200903" 3362986 103560 4164 544603 494958 2163802 513551 426420 635180 420570 168081 51899 3362986
"200904" 3258599 97133 17926 573213 479937 2031247 510655 406380 542984 401313 169915 59143 3258599
"201001" 2930749 92468 5082 504643 440114 1832650 448486 374736 465145 368692 175591 55792 2930749
"201002" 2760411 92491 7544 432340 462512 1706764 385905 351224 450293 350775 168567 58760 2760411
"201003" 2746132 103944 15305 469990 492940 1603083 386396 310270 415285 331640 159492 60870 2746132
