This file was created using the 202510 CRSP database.
It contains value- and equal-weighted returns for portfolios formed on ME and BEME.

The portfolios are constructed at the end of June.  BEME is book value at the last fiscal year end of the prior calendar year
divided by ME at the end of December of the prior year.
Annual returns are from January to December.

Missing data are indicated by -99.99 or -999.

The break points include utilities and include financials

The  portfolios  include utilities and include financials.


  Average Value Weighted Returns -- Monthly
,SMALL LoBM,ME1 BM2,SMALL HiBM,BIG LoBM,ME2 BM2,BIG HiBM
197012,   6.7334,   9.4710,   9.9376,   7.0949,   8.6654,   8.4750
197101,  14.7312,  17.4899,  17.4793,   6.0392,   5.9287,   8.4778
197102,   6.5594,   5.7084,   4.8402,   3.1220,   0.8157,   1.8107
197103,   7.3643,   5.8129,   5.6924,   6.5331,   4.0188,   2.4329
197104,   2.1143,   3.1894,   2.2457,   4.3705,   1.9329,   5.0887
197105,  -5.8301,  -6.5405,  -5.7947,  -2.4425,  -4.0877,  -3.4479
197106,  -1.8151,  -2.3962,  -3.1367,   0.8615,   0.5724,  -1.9726
197107,  -7.6761,  -6.1329,  -5.7359,  -4.2791,  -4.2124,  -5.4892
197108,   4.4338,   3.4754,   4.9770,   5.5814,   3.2266,   8.5787
197109,   0.6165,  -0.7702,  -1.3653,   0.5030,  -1.1169,  -3.0152
197110,  -6.6989,  -5.4303,  -6.4496,  -4.9222,  -4.3695,  -4.8296
197111,  -3.8197,  -3.6909,  -4.8903,  -0.6082,  -1.2663,  -2.1562
197112,  13.6985,  12.2152,  12.5917,  11.1467,   9.8163,  11.2162
197201,  11.8234,  11.7331,  15.5156,   2.7582,   2.0696,   6.3975
197202,   5.3230,   4.3368,   4.5124,   5.1076,   1.5456,   1.9960
197203,   1.3499,  -0.8479,  -0.7152,   1.0074,   0.5300,  -0.1906
197204,  -0.4123,   0.1413,   0.6145,   0.1295,  -0.1324,   2.3026
197205,  -3.4675,  -2.5272,  -2.8702,   2.0621,  -1.1698,  -1.4603
197206,  -3.9208,  -3.3579,  -3.6586,  -2.1862,  -3.0900,  -6.1886
197207,  -5.1953,  -3.3892,  -2.5076,  -1.9222,  -2.1384,  -1.6533
197208,  -0.9657,   0.5412,   1.2868,   1.4015,   4.5940,   6.4668
197209,  -4.2679,  -3.7952,  -3.4478,  -1.8681,  -1.8413,  -2.5582
197210,  -2.7862,  -1.5604,  -2.4545,  -0.5646,   1.6100,   0.5157
197211,   3.2523,   4.8107,   5.0315,   5.0698,   7.3737,   9.7212
197212,  -2.6799,  -2.8775,  -2.8409,   1.3047,  -1.5600,  -3.1040
197301,  -7.1395,  -3.3262,  -1.3066,  -6.3348,  -5.9071,  -3.9094
197302, -10.6868,  -8.1160,  -6.4626,  -7.1200,  -5.0266,  -4.2798
197303,  -4.9097,  -2.7809,  -1.7213,  -3.3501,  -1.8905,   0.6462
197304, -11.5741,  -7.0999,  -5.4981,  -9.1880,  -4.6750,  -3.5689
197305, -11.5907,  -9.6146,  -9.0931,  -5.9921,  -4.0297,  -4.1876
197306,  -4.8591,  -3.7483,  -2.2421,  -4.3009,  -1.9257,  -1.9555
197307,  18.4480,  12.9987,  10.1518,  12.3357,   5.3181,   6.2054
197308,  -4.7967,  -5.9805,  -4.4801,  -2.6874,  -2.3760,  -1.1424
197309,  11.1982,   8.4867,   6.2483,   8.7047,  10.3479,   9.6689
197310,  -1.8551,   0.8854,   1.3552,  -1.9630,   0.1522,   1.3421
197311, -23.2429, -18.9647, -17.3124, -17.3210, -14.2483, -12.3769
197312,  -4.0315,  -5.1263,  -5.7457,  -0.8234,   2.5252,   4.5949
197401,  13.3232,  16.8627,  19.5210,   1.6715,   5.4466,   7.8495
197402,  -0.0267,   0.9004,   1.8730,  -1.8506,   2.0296,   2.0652
197403,   1.0648,   1.2194,   2.6257,  -1.4137,  -3.1509,  -2.0265
197404,  -6.1050,  -5.4628,  -3.5836,  -6.5446,  -6.5084,  -4.4041
197405,  -8.0924,  -7.3816,  -6.2536,  -6.1050,  -6.4800,  -6.6623
197406,  -3.3463,  -2.8979,  -1.5576,  -3.4428,  -3.9015,  -3.2740
197407,  -6.8961,  -4.5436,  -3.8548,  -7.9941,  -2.3723,  -1.6653
197408,  -8.9434,  -7.8132,  -7.1307, -11.3621,  -7.9581,  -6.0222
197409, -11.3624,  -6.9622,  -7.6418, -11.0167,  -5.9236,  -7.2473
197410,  13.8193,   6.9758,   7.3603,  20.9121,  12.1283,  10.0856
197411,  -6.0634,  -5.0877,  -6.5258,  -3.3206,  -2.0853,  -4.2286
197412,  -8.6725,  -7.0962, -10.2319,  -3.9530,  -2.8548,  -5.4602
197501,  30.7349,  32.5755,  36.7329,  17.7207,  21.9200,  26.9119
197502,   8.1548,   3.6487,   5.0322,   6.7911,   3.2087,   4.2208
197503,  10.1628,   9.4380,  11.2136,   5.9053,   4.3880,   5.9488
197504,   7.0324,   3.3171,   2.3501,   5.4979,   3.2101,   6.2749
197505,  11.1877,   7.9838,   7.6707,   6.3847,   6.0762,   3.7951
197506,   7.8356,   8.2409,   8.7520,   5.7435,   7.1409,   7.8616
197507,  -1.4215,  -0.3126,   1.1843,  -6.5801,  -4.6942,  -4.4772
197508,  -5.6867,  -4.3976,  -6.3709,  -3.6265,  -2.2937,  -2.7851
197509,  -4.5470,  -2.9962,  -3.5026,  -4.3553,  -3.5430,  -4.1446
197510,   0.5522,   2.4153,   0.5916,   5.5142,   5.7662,   5.5963
197511,   1.1324,   1.3867,   2.4578,   3.0356,   4.1893,   4.5407
197512,  -0.7853,  -0.5957,  -0.3717,  -1.2780,   0.3476,   0.9469
197601,  15.4856,  20.5216,  26.7038,  12.4817,  16.1499,  19.5750
197602,   9.1091,  10.1683,  17.5879,   0.8359,   3.5934,   7.2871
197603,   1.8395,   2.1824,   1.9091,   1.4284,   1.8849,   2.4914
197604,  -0.2664,  -1.1858,  -0.8212,  -1.5347,  -0.6871,  -1.8798
197605,  -1.0541,  -2.0728,  -3.7188,  -1.1973,  -1.4040,  -1.0933
197606,   2.8928,   2.7353,   2.1724,   4.7302,   5.8876,   6.4835
197607,  -0.7712,   0.3624,   0.6838,  -1.1530,   0.2785,   0.7142
197608,  -3.7366,  -1.6380,  -2.1000,  -1.5228,   0.2543,  -0.9918
197609,   1.9916,   1.8192,   1.5033,   2.4101,   2.6643,   2.4624
197610,  -2.5876,  -2.1047,  -2.4485,  -2.4088,  -1.6721,  -3.0591
197611,   3.1012,   2.6122,   2.3804,   1.8558,   3.2458,   3.6154
197612,  11.3139,  10.0166,  11.2825,   6.1040,   8.0226,   8.2934
197701,   4.0011,   4.3640,   5.7608,  -4.9781,  -1.6914,   0.4494
197702,   0.0089,  -0.3698,   1.1889,  -2.4238,  -1.7534,  -1.8829
197703,   1.3973,   0.8766,   1.3258,  -0.9751,   0.5118,   1.6583
197704,   1.4017,   1.2849,   2.2862,  -0.1335,   2.2792,   3.5076
197705,  -0.6127,   0.3581,   1.1819,  -1.0033,  -0.3450,  -1.3267
197706,   5.8970,   5.8932,   5.9357,   5.8290,   4.5568,   4.8792
197707,   1.0928,   1.2200,   1.8914,  -1.4558,  -1.2531,  -2.4643
197708,   0.3917,  -0.2416,  -1.2038,  -0.4414,  -2.4081,  -2.0964
197709,   1.7654,   1.6802,   1.3350,   0.2265,   0.1260,  -0.6255
197710,  -3.3523,  -2.2204,  -1.7702,  -4.0216,  -3.0930,  -4.0509
197711,   8.4441,   7.4913,   7.5509,   5.8885,   5.8733,   6.3644
197712,   3.2423,   2.2669,   2.2739,   0.3132,   0.7188,   0.5728
197801,  -2.0473,  -1.3556,   0.9473,  -6.2659,  -5.0880,  -2.3727
197802,   2.5364,   3.1636,   3.7108,  -1.1042,  -0.2337,  -0.8975
197803,   7.2600,   7.2437,   7.5584,   4.5741,   4.7628,   5.1645
197804,   9.7221,   7.9198,   8.2093,   9.3819,   6.5928,   6.5727
197805,   7.8329,   7.9399,   8.3893,   3.9704,   2.7398,   2.6536
197806,   0.2867,   1.4580,   1.4123,  -1.0021,  -0.4512,  -0.5809
197807,   6.4797,   4.9920,   4.7646,   6.2978,   4.9613,   6.7293
197808,  10.3231,  10.5311,  10.6331,   6.0702,   5.0715,   3.8850
197809,  -0.1807,   0.1064,   1.5371,  -2.1453,  -0.7594,  -0.5971
197810, -23.4015, -19.2159, -19.0990, -13.8906, -12.0002, -13.2595
197811,   7.1455,   5.1436,   3.4925,   4.0828,   3.2166,   2.6157
197812,   2.4506,   1.6832,   0.2892,   1.6442,   0.9546,   0.2076
197901,  10.3042,   9.5271,  11.4915,   5.0985,   6.4403,   8.2390
197902,  -2.9218,  -1.9634,  -1.2784,  -3.7659,  -2.8460,  -3.2411
197903,  11.4024,   8.0007,   7.4206,   7.4032,   6.9730,   8.9009
197904,   2.4767,   3.1534,   3.5781,   1.0288,   0.5206,   0.6067
197905,  -1.9750,  -0.3556,  -0.3992,  -1.8451,  -0.6839,  -0.8191
197906,   6.5851,   4.9993,   4.7197,   4.9049,   6.0035,   5.7674
197907,   2.0609,   2.9624,   2.2732,   2.3527,   2.8175,   3.5699
197908,   8.9922,   7.3393,   7.2219,   8.1473,   5.9082,   5.4625
197909,   0.0393,  -0.4455,  -0.2212,   0.2298,  -0.5533,  -2.1216
197910, -10.3561,  -9.9466,  -9.7328,  -7.7433,  -8.2063,  -9.5080
197911,   9.6993,   5.8832,   4.7772,   8.1717,   6.7633,   4.8540
197912,  10.0922,   6.3262,   5.3082,   4.5333,   2.2412,   2.7844
198001,  12.1972,  10.0269,  10.5885,   5.6350,   5.1193,   5.5532
198002,   0.5968,  -1.6171,  -1.3005,  -3.0984,  -3.4375,  -3.0964
198003, -20.0802, -16.1380, -15.6487, -10.8438, -10.7181, -11.9013
198004,   5.3202,   5.8135,   4.0949,   5.3056,   6.8564,   7.6194
198005,   7.4059,   7.2894,   6.8337,   7.3225,   7.7425,   7.8327
198006,   4.9156,   3.9481,   4.0956,   3.9757,   3.7068,   3.2206
198007,  12.4664,   9.1527,   7.7605,  11.2594,   6.8957,   4.7085
198008,  10.3226,   6.9583,   6.2390,   4.0958,   2.4449,   0.8440
198009,   6.7812,   4.3183,   3.8254,   4.6739,   2.5862,  -0.1861
198010,   7.6006,   3.0768,   3.1035,   1.6208,   1.0201,  -0.7487
198011,  12.2841,   4.2997,   1.9656,  11.0455,   7.0104,   2.8814
198012,  -4.9556,  -3.0672,  -2.5326,  -2.6105,  -0.7359,   0.1565
198101,  -1.7455,   1.7248,   3.6506,  -4.3499,  -1.7445,   1.8224
198102,  -1.8122,   1.4425,   1.8847,   2.7327,   2.1582,   1.2501
198103,   7.6231,   8.9858,   7.9822,   7.0404,   7.9729,   8.5938
198104,   2.8291,   4.1846,   4.5523,  -0.3181,  -0.0273,   0.3897
198105,   3.9136,   3.5129,   2.7598,   1.4780,   1.3511,   2.8239
198106,  -4.2489,   1.6908,   1.9273,  -3.3455,   0.9930,   1.3305
198107,  -3.4797,  -2.4274,  -1.2252,   0.4432,  -2.5844,  -1.8742
198108, -11.0760,  -6.2703,  -4.9346,  -7.4973,  -5.2776,  -3.8984
198109, -11.9368,  -7.7726,  -6.2270,  -7.3200,  -5.0681,  -3.6790
198110,  10.1045,   6.9552,   4.6991,   9.4212,   5.3967,   4.3926
198111,  -1.2212,   3.5421,   2.5510,   3.0769,   4.4701,   5.3028
198112,  -3.3139,  -1.1787,  -1.2612,  -2.6731,  -1.6476,  -2.9776
198201,  -2.6412,  -1.3156,   0.0870,  -4.1732,  -3.7534,  -0.5338
198202,  -7.1951,  -2.9583,  -0.8567,  -7.2386,  -2.9908,  -0.3015
198203,  -2.1162,  -0.5947,   0.9870,  -2.2530,  -0.3676,   0.8775
198204,   6.2660,   5.1897,   4.5281,   5.6774,   4.4831,   4.4454
198205,  -3.1072,  -1.3535,  -1.0525,  -4.1809,  -4.2291,  -2.9326
198206,  -5.5183,  -2.3613,  -0.7043,  -4.3483,  -1.0923,  -1.3580
198207,  -3.1228,  -0.6580,  -0.2402,  -1.8281,  -2.8642,  -3.0244
198208,   5.3511,   6.0276,   4.5846,  11.2658,  12.6203,  13.1643
198209,   1.3992,   4.7288,   4.9151,   2.2566,   3.6606,   0.8654
198210,  15.4665,  12.0645,  11.6293,  14.7063,  12.6727,  12.0053
198211,   8.5515,  10.7107,  11.4172,   7.3182,   4.6243,   5.5006
198212,   2.0554,   3.1985,   2.3673,   1.0990,   0.5152,   2.4165
198301,  15.9209,   9.7925,   8.9170,   3.1607,   3.2906,   3.9370
198302,   3.2941,   7.4683,   8.0555,   4.0877,   3.0975,   3.8508
198303,   3.2585,   6.8547,   6.9186,   2.7928,   4.5697,   4.4003
198304,   7.7223,   8.7464,   7.6075,   5.2159,   7.0824,   6.4931
198305,  12.7073,   8.6585,   9.4533,   4.0917,   3.0680,   1.6434
198306,   5.6878,   5.1922,   4.7816,   4.9569,   3.1490,   0.4279
198307,  -4.7016,  -0.0648,   1.4195,  -5.2041,  -2.2380,  -1.0511
198308,  -5.4509,  -3.4110,  -2.1196,  -2.9413,   0.2955,   3.1956
198309,  -1.6174,   0.9256,   1.6443,   2.8638,   2.8866,   2.9037
198310,  -9.1137,  -5.1925,  -2.8694,  -5.7680,  -1.8087,  -0.8279
198311,   3.0712,   3.0263,   2.9749,   5.4347,   3.2112,   3.5706
198312,  -3.9884,  -1.4316,   0.3079,  -2.1684,  -1.0254,  -0.8570
198401,  -1.1305,   1.7100,   3.4502,  -6.1356,  -0.7348,   0.5346
198402,  -7.3742,  -5.1323,  -3.7454,  -6.0637,  -4.9593,  -3.5265
198403,  -0.7450,   1.2730,   2.5006,   0.6154,   2.2604,   2.0448
198404,  -3.1413,  -1.2456,  -1.2035,   0.1428,  -0.8319,  -1.2203
198405,  -6.0214,  -3.9752,  -3.0741,  -4.9234,  -4.6538,  -6.0695
198406,   1.8825,   1.7613,   0.8751,   5.4190,   1.7310,   0.9990
198407,  -6.6082,  -4.2436,  -2.9056,  -2.7491,  -2.8872,  -1.7779
198408,  10.4679,   8.5796,   7.4450,  12.8236,  11.8342,  11.1424
198409,  -2.1244,   0.8484,   1.6683,  -2.2922,   0.0320,   3.3273
198410,  -3.7197,  -2.2394,  -1.5321,  -0.7738,   0.3548,   0.7543
198411,  -5.8154,  -2.7250,  -2.2541,  -2.8222,  -0.4022,   1.5643
198412,  -0.1277,   0.1432,   1.0535,   3.6910,   2.2767,   2.2662
198501,  15.5064,  12.3203,   9.0133,  12.1851,   8.9660,   7.0620
198502,   5.9059,   5.2426,   4.0926,   1.8957,   1.5494,   1.3519
198503,  -2.5394,  -1.7911,   0.1972,  -2.2185,  -0.3469,   2.4141
198504,  -2.8334,  -0.8402,  -0.0648,  -1.9320,  -0.9832,   1.2897
198505,   2.1093,   2.3964,   1.3372,   6.1666,   5.7665,   5.4095
198506,  -0.6212,   0.3598,   0.7574,   2.1158,   2.0063,   1.7843
198507,   2.0504,   2.2045,   2.0813,  -0.0913,   0.2494,  -0.2182
198508,  -1.5056,  -0.2634,  -0.3132,  -1.5587,   0.2748,   0.5053
198509,  -7.6903,  -4.9905,  -4.5635,  -4.8883,  -3.5257,  -5.3024
198510,   0.9334,   1.9829,   1.0604,   4.9072,   5.0748,   5.1723
198511,   5.2155,   5.2066,   4.8693,   7.9745,   7.5262,   4.9698
198512,   2.7186,   3.8623,   1.5568,   4.7847,   3.1823,   4.9550
198601,   4.5331,   3.1309,   4.7815,   0.7588,   1.9937,   2.7800
198602,   6.0068,   5.8702,   5.9520,   8.2984,   8.1789,   7.0786
198603,   4.0427,   4.9486,   5.8286,   6.5376,   5.4533,   4.8073
198604,   1.7604,   1.1726,   1.6632,   1.3301,  -0.8094,  -3.4648
198605,   2.8747,   4.8054,   3.0414,   6.1001,   5.1738,   4.5874
198606,   0.1572,  -0.0342,   2.1994,   1.4095,   0.9760,   1.6856
198607,  -9.7462,  -7.3412,  -6.4248,  -7.9755,  -6.2372,  -3.1515
198608,   0.3263,   1.6612,   2.1624,   4.5961,   7.9936,   9.0964
198609,  -8.5492,  -4.5989,  -3.2971,  -9.1108,  -6.7785,  -6.4280
198610,   3.1325,   2.5618,   0.9117,   6.5464,   4.6267,   4.7650
198611,  -1.2365,  -0.2877,  -0.3674,   1.0178,   0.6703,   0.7209
198612,  -4.8176,  -2.7901,  -2.9995,  -3.5256,  -2.6100,  -2.5598
198701,  11.6511,  11.1276,  11.1852,  14.3717,  11.7524,  10.5043
198702,   9.9529,   7.2983,   7.1201,   8.0095,   5.7833,   1.7526
198703,   3.0212,   3.7155,   5.5035,   1.0132,   0.9206,   1.2877
198704,  -2.5937,  -1.7173,  -0.5977,  -2.6434,  -2.2116,  -2.4294
198705,  -0.2862,   0.0890,   2.5156,   1.1452,  -0.3458,   0.5975
198706,   1.6590,   3.1133,   3.0773,   4.5727,   5.0286,   3.9448
198707,   1.9160,   3.1916,   6.5710,   4.8047,   4.0453,   4.3922
198708,   0.6511,   2.2099,   1.6343,   3.8562,   4.2159,   2.0137
198709,  -2.1472,  -0.7965,  -0.6022,  -2.3769,  -2.0963,  -1.4236
198710, -32.0784, -27.9975, -26.4771, -25.7066, -23.8118, -20.2749
198711,  -6.9944,  -5.1368,  -4.1175,  -6.9389,  -5.5685,  -4.0721
198712,   2.6668,   3.4695,   1.9565,  11.0946,   8.4127,   3.8608
198801,   8.6924,   7.2303,   8.1215,   3.5540,   5.7225,   7.7573
198802,   6.5041,   7.5731,   6.6884,   8.1765,   6.8975,   4.5220
198803,   4.0333,   5.3942,   4.6320,  -0.4519,  -1.0237,  -0.0952
198804,   1.1401,   1.9202,   2.6054,  -0.5400,   0.8897,   0.2294
198805,  -3.5361,  -1.6200,  -0.3134,  -0.8723,   0.1306,   2.1980
198806,   5.2181,   6.1138,   4.3727,   6.2601,   6.9522,   6.2037
198807,  -0.3662,   0.2827,  -0.0591,  -2.7842,  -1.1289,  -0.5027
198808,  -3.3162,  -1.9229,  -1.2850,  -3.3215,  -1.9002,   0.0090
198809,   2.2180,   2.2461,   2.0068,   3.9079,   3.7048,   3.2131
198810,  -3.0140,  -1.1731,  -1.2430,   0.1335,   1.4031,   1.7221
198811,  -5.5496,  -3.5557,  -3.4196,  -2.1975,  -2.7233,  -1.3549
198812,   2.2477,   3.4367,   1.8764,   3.4573,   2.5057,   1.0553
198901,   6.6801,   5.6277,   7.0631,   6.3907,   6.1887,   6.9357
198902,   0.9906,   1.1853,   0.4666,  -1.0899,  -0.6024,   0.2675
198903,   0.8251,   3.2331,   2.6679,   0.9864,   1.9409,   1.8820
198904,   2.9132,   3.4449,   3.4016,   5.5547,   4.8226,   4.1471
198905,   2.6126,   2.8577,   4.1696,   4.8040,   3.8357,   4.4609
198906,  -3.0831,  -1.1363,   0.4301,  -1.4970,   0.4048,   1.5819
198907,   2.4610,   3.0975,   1.5006,   8.3661,   6.4119,   5.3552
198908,   1.3213,   1.8870,   1.5292,   2.7258,   4.1706,   2.5339
198909,   1.0101,  -0.2928,   0.2986,  -0.0744,  -1.7579,  -0.0078
198910,  -4.6087,  -5.4317,  -5.5189,  -3.0649,  -5.5134,  -2.9490
198911,  -0.9897,  -0.5020,  -2.5411,   1.8763,   0.8873,   0.7298
198912,  -1.7154,  -1.1376,  -1.5547,   1.7700,   1.0493,   2.4841
199001,  -6.5399,  -4.9998,  -4.2207,  -7.6560,  -7.2896,  -8.0904
199002,   1.8878,   2.3206,   2.1943,   1.2729,   2.0023,   2.8045
199003,   3.6800,   3.5593,   2.4185,   4.3325,   1.6278,   0.1513
199004,  -1.4639,  -1.7973,  -2.8073,  -2.5128,  -4.6454,  -5.7565
199005,   6.9426,   4.7343,   2.2270,  10.7733,   8.4663,   7.5280
199006,   1.5741,   1.2932,  -0.1305,   0.2999,  -2.0713,  -1.2713
199007,  -4.0343,  -3.0922,  -2.5841,  -2.6134,  -2.4912,  -2.2171
199008, -14.9047, -11.5357,  -9.8686, -11.2664,  -9.9918,  -9.2990
199009,  -9.4326,  -7.7665,  -7.0487,  -6.8723,  -7.5748,  -7.0129
199010,  -6.9091,  -5.3811,  -6.1056,  -2.0720,  -3.9909,  -2.4232
199011,   4.8835,   4.0870,   1.1037,  10.3402,   9.9960,   7.3173
199012,  -0.1689,   0.7036,  -1.8673,   5.1371,   4.3407,   3.2363
199101,   8.7109,   9.7070,  11.3674,   7.2203,   6.8129,   5.7541
199102,  15.7016,  12.8060,  13.7201,   8.7571,   8.4522,   8.2728
199103,   9.3195,   8.8014,   9.2384,   4.2836,   2.2956,   4.8758
199104,   3.7761,   3.5798,   2.9576,  -0.4777,   2.1419,   0.2053
199105,   3.0475,   3.7230,   2.8205,   4.1941,   5.1722,   3.8464
199106,  -4.2963,  -3.1349,  -3.1570,  -5.2058,  -4.8053,  -3.4594
199107,   3.3167,   2.8238,   3.4911,   5.1863,   3.7995,   7.1671
199108,   3.1274,   4.0359,   2.9025,   2.8636,   2.7103,   3.6123
199109,   3.0155,   0.4809,   0.0451,  -1.2692,  -0.2823,  -2.2391
199110,   3.7815,   2.7272,   1.6823,   1.3331,   2.0179,   2.3536
199111,  -1.6216,  -2.6671,  -2.4376,  -3.2739,  -4.3668,  -4.7799
199112,   3.5476,   3.1273,   2.0979,  12.7028,   8.7554,   9.7546
199201,  19.8511,  13.3884,  22.4340,   0.4334,   1.6441,   5.8515
199202,   4.5467,   4.4053,   8.5703,   0.8675,   2.6668,   5.3575
199203,  -3.2133,  -0.5704,   0.9189,  -3.6650,  -1.3986,  -1.4561
199204,  -6.8190,  -4.3887,  -2.6391,  -1.4361,   1.7967,   3.0409
199205,  -1.4401,   0.7295,   1.7027,   0.8183,   1.0824,   0.1463
199206,  -7.5611,  -4.0291,  -3.5905,  -2.7019,  -1.9212,  -0.1499
199207,   1.1613,   1.5972,   2.6667,   4.4976,   4.6097,   3.2672
199208,  -3.8677,  -1.5934,  -2.4915,  -1.6896,  -2.2735,  -3.6416
199209,   1.1859,   2.1870,   1.2898,   2.1977,   1.7258,   1.1520
199210,   2.2723,   2.0301,   1.6248,   3.7764,   1.0024,   1.8815
199211,   9.1312,   7.7916,   7.3761,   6.1398,   4.0743,   4.0007
199212,   2.4293,   3.7496,   5.5979,   1.6508,   3.4518,   3.8553
199301,   5.4957,   7.4363,   8.8801,   1.1234,   2.3328,   4.1834
199302,  -5.4373,  -0.1643,   1.1217,  -3.8431,   2.2860,   3.2195
199303,   1.5822,   2.3467,   3.8116,   2.5412,   3.9407,   3.2843
199304,  -3.1449,  -1.9290,  -0.6416,  -4.4519,  -1.2743,  -1.6447
199305,   5.4403,   4.1433,   4.4640,   5.1635,   2.5081,   1.5767
199306,   0.9675,   1.6951,   1.9942,  -1.3740,   1.1762,   2.8130
199307,  -0.4448,   1.3045,   2.5708,  -1.2017,   0.8666,   1.3708
199308,   4.3896,   4.7384,   2.7514,   4.6697,   4.0414,   4.1298
199309,   2.7686,   3.2166,   3.4766,   1.1063,   0.1830,  -0.3390
199310,   4.8655,   4.2004,   4.8837,   2.5930,  -0.1106,  -0.6594
199311,  -3.1829,  -2.2905,  -1.3704,  -1.3522,  -2.3155,  -2.9199
199312,   0.1739,   2.1266,   0.6937,   3.5941,   3.5747,   2.6303
199401,   4.3680,   4.9786,   7.1094,   2.5448,   3.7374,   2.4833
199402,  -1.7659,   0.5540,   0.7701,  -1.1450,  -1.3229,  -3.6424
199403,  -6.1758,  -3.8526,  -3.1967,  -5.0040,  -4.1687,  -3.2008
199404,  -3.5494,  -1.1367,  -0.0802,  -0.4945,   1.5213,   1.4942
199405,  -1.6830,   0.1373,   0.8666,   0.3189,   0.8869,  -1.1977
199406,  -5.3490,  -2.5376,  -1.7286,  -3.8268,  -1.2494,  -2.0952
199407,   0.5403,   0.5382,   1.6301,   3.2528,   3.1677,   3.6680
199408,   4.0256,   3.8665,   3.4343,   6.5896,   3.6807,   3.6399
199409,   1.1518,   0.8873,   1.8222,  -1.2205,  -2.4470,  -3.3291
199410,  -0.5792,   0.0174,   0.3150,   1.9363,   0.9658,  -0.2143
199411,  -4.8711,  -3.9503,  -3.3369,  -4.3510,  -3.9445,  -4.8509
199412,  -3.8279,  -1.0330,  -0.9291,   1.5839,   1.0524,   1.6356
199501,   3.4406,   3.0350,   4.1085,   0.8796,   1.8828,   4.5411
199502,   2.5853,   2.5309,   3.3068,   5.1316,   4.3791,   5.2699
199503,   1.5922,   1.7296,   1.4879,   3.1288,   2.4200,   0.9234
199504,   1.2178,   2.5696,   3.8953,   0.5840,   2.1596,   2.8714
199505,   1.2457,   1.4909,   2.4225,   2.6267,   3.0466,   4.4120
199506,   8.0476,   5.6498,   4.1250,   4.1853,   2.5299,   2.3168
199507,   6.9304,   5.5944,   5.2276,   5.9580,   4.1362,   3.6047
199508,   3.7110,   3.9085,   4.1624,   0.5419,   1.4193,   3.4929
199509,   3.1354,   2.6929,   3.1430,   2.5495,   2.3066,   3.4431
199510,  -6.3147,  -5.3939,  -3.5504,  -1.9098,  -2.0414,  -1.5072
199511,   0.7355,   1.4000,   0.9133,   5.6658,   4.7332,   4.9016
199512,   0.0484,   1.1231,   1.1022,  -0.1734,   1.4468,   1.8741
199601,   2.5369,   2.8098,   3.7670,   1.3293,   2.1282,   1.7179
199602,   4.7980,   3.3359,   3.7113,   4.1759,   1.5326,   0.9117
199603,   3.2257,   3.4110,   2.9727,   1.2971,   2.4082,   1.4304
199604,   7.5735,   6.6949,   5.4151,   4.5825,   3.0024,  -0.8354
199605,   9.6533,   7.5864,   7.5786,   1.9192,   1.1363,   1.6911
199606,  -6.1320,  -2.9653,  -1.6788,  -3.6584,  -0.6210,   0.5790
199607, -13.9732,  -7.7388,  -5.9686,  -7.6144,  -5.2258,  -5.1859
199608,   5.2312,   4.5681,   3.7810,   5.0492,   4.9054,   4.2452
199609,   2.8494,   2.1390,   2.7515,   6.5410,   3.8019,   3.2120
199610,  -6.4771,  -1.2539,  -0.2959,  -2.3039,   1.7626,   2.9708
199611,   0.0012,   2.7372,   3.3013,   5.2683,   6.4646,   7.2045
199612,  -2.4111,   0.3294,   0.4699,  -1.2924,  -0.4349,   0.8850
199701,   8.6786,   6.9603,   6.3973,   2.7078,   3.1893,   3.8976
199702,  -5.2270,  -1.2578,   1.3732,  -2.2762,   0.8994,   2.5873
199703,  -8.9414,  -4.6409,  -2.0134,  -6.1093,  -2.9880,  -4.0590
199704,  -4.6942,  -2.4162,  -1.8107,   2.0384,   2.6129,   2.0307
199705,  11.1528,   9.9373,   7.0621,  11.7624,   6.7485,   6.7937
199706,   2.2664,   5.4555,   5.5396,   3.1917,   4.2416,   4.1845
199707,   3.1729,   5.0465,   5.0760,   7.4377,   7.5680,   6.4548
199708,   4.9102,   4.0147,   4.1633,  -1.2829,  -0.5905,  -0.6475
199709,   9.6093,   8.5511,   9.2948,   5.3503,   6.0405,   6.0723
199710,  -4.2093,  -1.7874,   0.2859,  -4.4401,  -3.3925,  -3.4380
199711,  -4.6876,  -2.8406,  -1.0506,   0.7477,   2.5087,   2.9275
199712,  -7.6025,  -3.0418,  -1.8086,   1.0411,   3.0896,   3.5996
199801,   2.5198,   1.0665,   1.7651,  -0.2624,  -1.5848,  -1.2185
199802,   5.8968,   6.2341,   5.9220,   9.1930,   7.5715,   6.7991
199803,   4.3319,   5.5013,   5.2101,   4.4091,   4.6944,   6.2052
199804,   2.3409,   3.3290,   3.3268,   1.0311,   0.3728,   0.1179
199805,  -6.7963,  -4.5065,  -2.3340,  -4.5475,  -3.7317,  -2.7035
199806,  -3.5551,  -3.0646,  -3.1410,   1.1458,  -0.5559,  -0.4733
199807,  -7.1811,  -6.2592,  -4.9009,  -4.8028,  -5.3988,  -5.3188
199808, -24.8298, -19.3061, -18.3349, -18.7710, -18.1100, -12.2977
199809,   6.7809,   3.9811,   1.3506,   7.8766,   6.0712,   5.7537
